fold_id,validation_iso_year,candidate_id,n_train,n_validation,n_parameters_or_features,converged,iterations,warning_count,warning_messages,train_target_end_max,validation_start,training_scaler_means,training_scaler_standard_deviations
kme_2019,2019,glm_compact_weather_offset,1572,528,19,true,7,0,,2018-12-24,2018-12-31,"{""past_8w_kme_incidence_per_100000"": 0.9691390668499026, ""stl1_mean_c_previous_4w_mean"": 11.66391076091986, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.35921031864636016, ""t2m_mean_c_previous_4w_mean"": 11.443820199627694, ""tp_sum_mm_previous_4w_sum"": 106.6881052072603}","{""past_8w_kme_incidence_per_100000"": 1.870158875071048, ""stl1_mean_c_previous_4w_mean"": 7.2360372002369475, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.033174707871234735, ""t2m_mean_c_previous_4w_mean"": 7.707364722010944, ""tp_sum_mm_previous_4w_sum"": 58.55944241066933}"
kme_2019,2019,catboost_compact_weather_offset,1572,528,8,true,200,0,,2018-12-24,2018-12-31,not_applicable,not_applicable
kme_2020,2020,glm_seasonal_region_offset,2196,540,14,true,7,0,,2019-12-23,2019-12-30,{},{}
kme_2020,2020,glm_past_kme_offset,2196,540,15,true,7,0,,2019-12-23,2019-12-30,"{""past_8w_kme_incidence_per_100000"": 0.956829618216329}","{""past_8w_kme_incidence_per_100000"": 1.8359945133155051}"
kme_2020,2020,glm_weather_only_offset,2196,540,5,true,6,0,,2019-12-23,2019-12-30,"{""stl1_mean_c_previous_4w_mean"": 11.345810118164502, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3602995958484708, ""t2m_mean_c_previous_4w_mean"": 11.208260622639651, ""tp_sum_mm_previous_4w_sum"": 102.92267916849978}","{""stl1_mean_c_previous_4w_mean"": 7.278243977434363, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.031228397277278407, ""t2m_mean_c_previous_4w_mean"": 7.617013667547631, ""tp_sum_mm_previous_4w_sum"": 56.300184684878815}"
kme_2020,2020,glm_seasonal_region_weather_offset,2196,540,18,true,7,0,,2019-12-23,2019-12-30,"{""stl1_mean_c_previous_4w_mean"": 11.345810118164502, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3602995958484708, ""t2m_mean_c_previous_4w_mean"": 11.208260622639651, ""tp_sum_mm_previous_4w_sum"": 102.92267916849978}","{""stl1_mean_c_previous_4w_mean"": 7.278243977434363, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.031228397277278407, ""t2m_mean_c_previous_4w_mean"": 7.617013667547631, ""tp_sum_mm_previous_4w_sum"": 56.300184684878815}"
kme_2020,2020,glm_compact_weather_offset,2196,540,19,true,7,0,,2019-12-23,2019-12-30,"{""past_8w_kme_incidence_per_100000"": 0.956829618216329, ""stl1_mean_c_previous_4w_mean"": 11.345810118164502, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3602995958484708, ""t2m_mean_c_previous_4w_mean"": 11.208260622639651, ""tp_sum_mm_previous_4w_sum"": 102.92267916849978}","{""past_8w_kme_incidence_per_100000"": 1.8359945133155051, ""stl1_mean_c_previous_4w_mean"": 7.278243977434363, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.031228397277278407, ""t2m_mean_c_previous_4w_mean"": 7.617013667547631, ""tp_sum_mm_previous_4w_sum"": 56.300184684878815}"
kme_2020,2020,catboost_compact_weather_offset,2196,540,8,true,200,0,,2019-12-23,2019-12-30,not_applicable,not_applicable
kme_2021,2021,glm_seasonal_region_offset,2832,528,14,true,7,0,,2020-12-28,2021-01-04,{},{}
kme_2021,2021,glm_past_kme_offset,2832,528,15,true,7,0,,2020-12-28,2021-01-04,"{""past_8w_kme_incidence_per_100000"": 1.1632056405450282}","{""past_8w_kme_incidence_per_100000"": 2.464765763081669}"
kme_2021,2021,glm_weather_only_offset,2832,528,5,true,6,0,,2020-12-28,2021-01-04,"{""stl1_mean_c_previous_4w_mean"": 11.201725864501533, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3599922050368794, ""t2m_mean_c_previous_4w_mean"": 11.123943320736206, ""tp_sum_mm_previous_4w_sum"": 102.93642024934935}","{""stl1_mean_c_previous_4w_mean"": 7.115095691482638, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03044275954850183, ""t2m_mean_c_previous_4w_mean"": 7.3658579530110115, ""tp_sum_mm_previous_4w_sum"": 58.9422082027399}"
kme_2021,2021,glm_seasonal_region_weather_offset,2832,528,18,true,7,0,,2020-12-28,2021-01-04,"{""stl1_mean_c_previous_4w_mean"": 11.201725864501533, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3599922050368794, ""t2m_mean_c_previous_4w_mean"": 11.123943320736206, ""tp_sum_mm_previous_4w_sum"": 102.93642024934935}","{""stl1_mean_c_previous_4w_mean"": 7.115095691482638, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03044275954850183, ""t2m_mean_c_previous_4w_mean"": 7.3658579530110115, ""tp_sum_mm_previous_4w_sum"": 58.9422082027399}"
kme_2021,2021,glm_compact_weather_offset,2832,528,19,true,7,0,,2020-12-28,2021-01-04,"{""past_8w_kme_incidence_per_100000"": 1.1632056405450282, ""stl1_mean_c_previous_4w_mean"": 11.201725864501533, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3599922050368794, ""t2m_mean_c_previous_4w_mean"": 11.123943320736206, ""tp_sum_mm_previous_4w_sum"": 102.93642024934935}","{""past_8w_kme_incidence_per_100000"": 2.464765763081669, ""stl1_mean_c_previous_4w_mean"": 7.115095691482638, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03044275954850183, ""t2m_mean_c_previous_4w_mean"": 7.3658579530110115, ""tp_sum_mm_previous_4w_sum"": 58.9422082027399}"
kme_2021,2021,catboost_compact_weather_offset,2832,528,8,true,200,0,,2020-12-28,2021-01-04,not_applicable,not_applicable
kme_2022,2022,glm_seasonal_region_offset,3456,528,14,true,7,0,,2021-12-27,2022-01-03,{},{}
kme_2022,2022,glm_past_kme_offset,3456,528,15,true,7,0,,2021-12-27,2022-01-03,"{""past_8w_kme_incidence_per_100000"": 1.0400172686665001}","{""past_8w_kme_incidence_per_100000"": 2.277970264694034}"
kme_2022,2022,glm_weather_only_offset,3456,528,5,true,6,0,,2021-12-27,2022-01-03,"{""stl1_mean_c_previous_4w_mean"": 11.005926606627234, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3593129841179384, ""t2m_mean_c_previous_4w_mean"": 10.921779850887955, ""tp_sum_mm_previous_4w_sum"": 101.674486007168}","{""stl1_mean_c_previous_4w_mean"": 7.106349790157324, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03224367438859978, ""t2m_mean_c_previous_4w_mean"": 7.365763423169771, ""tp_sum_mm_previous_4w_sum"": 57.73778971334338}"
kme_2022,2022,glm_seasonal_region_weather_offset,3456,528,18,true,7,0,,2021-12-27,2022-01-03,"{""stl1_mean_c_previous_4w_mean"": 11.005926606627234, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3593129841179384, ""t2m_mean_c_previous_4w_mean"": 10.921779850887955, ""tp_sum_mm_previous_4w_sum"": 101.674486007168}","{""stl1_mean_c_previous_4w_mean"": 7.106349790157324, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03224367438859978, ""t2m_mean_c_previous_4w_mean"": 7.365763423169771, ""tp_sum_mm_previous_4w_sum"": 57.73778971334338}"
kme_2022,2022,glm_compact_weather_offset,3456,528,19,true,7,0,,2021-12-27,2022-01-03,"{""past_8w_kme_incidence_per_100000"": 1.0400172686665001, ""stl1_mean_c_previous_4w_mean"": 11.005926606627234, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3593129841179384, ""t2m_mean_c_previous_4w_mean"": 10.921779850887955, ""tp_sum_mm_previous_4w_sum"": 101.674486007168}","{""past_8w_kme_incidence_per_100000"": 2.277970264694034, ""stl1_mean_c_previous_4w_mean"": 7.106349790157324, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03224367438859978, ""t2m_mean_c_previous_4w_mean"": 7.365763423169771, ""tp_sum_mm_previous_4w_sum"": 57.73778971334338}"
kme_2022,2022,catboost_compact_weather_offset,3456,528,8,true,200,0,,2021-12-27,2022-01-03,not_applicable,not_applicable
kme_2023,2023,glm_seasonal_region_offset,4080,528,14,true,7,0,,2022-12-26,2023-01-02,{},{}
kme_2023,2023,glm_past_kme_offset,4080,528,15,true,7,0,,2022-12-26,2023-01-02,"{""past_8w_kme_incidence_per_100000"": 1.0431462946248782}","{""past_8w_kme_incidence_per_100000"": 2.27428848737714}"
kme_2023,2023,glm_weather_only_offset,4080,528,5,true,6,0,,2022-12-26,2023-01-02,"{""stl1_mean_c_previous_4w_mean"": 10.936592553351169, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3575518704739668, ""t2m_mean_c_previous_4w_mean"": 10.862263230742586, ""tp_sum_mm_previous_4w_sum"": 98.23644954322322}","{""stl1_mean_c_previous_4w_mean"": 7.189551723651835, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03462419988840255, ""t2m_mean_c_previous_4w_mean"": 7.4465198703745035, ""tp_sum_mm_previous_4w_sum"": 57.355023501327004}"
kme_2023,2023,glm_seasonal_region_weather_offset,4080,528,18,true,7,0,,2022-12-26,2023-01-02,"{""stl1_mean_c_previous_4w_mean"": 10.936592553351169, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3575518704739668, ""t2m_mean_c_previous_4w_mean"": 10.862263230742586, ""tp_sum_mm_previous_4w_sum"": 98.23644954322322}","{""stl1_mean_c_previous_4w_mean"": 7.189551723651835, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03462419988840255, ""t2m_mean_c_previous_4w_mean"": 7.4465198703745035, ""tp_sum_mm_previous_4w_sum"": 57.355023501327004}"
kme_2023,2023,glm_compact_weather_offset,4080,528,19,true,7,0,,2022-12-26,2023-01-02,"{""past_8w_kme_incidence_per_100000"": 1.0431462946248782, ""stl1_mean_c_previous_4w_mean"": 10.936592553351169, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3575518704739668, ""t2m_mean_c_previous_4w_mean"": 10.862263230742586, ""tp_sum_mm_previous_4w_sum"": 98.23644954322322}","{""past_8w_kme_incidence_per_100000"": 2.27428848737714, ""stl1_mean_c_previous_4w_mean"": 7.189551723651835, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.03462419988840255, ""t2m_mean_c_previous_4w_mean"": 7.4465198703745035, ""tp_sum_mm_previous_4w_sum"": 57.355023501327004}"
kme_2023,2023,catboost_compact_weather_offset,4080,528,8,true,200,0,,2022-12-26,2023-01-02,not_applicable,not_applicable
kme_2024,2024,glm_seasonal_region_offset,4704,528,14,true,7,0,,2023-12-25,2024-01-01,{},{}
kme_2024,2024,glm_past_kme_offset,4704,528,15,true,7,0,,2023-12-25,2024-01-01,"{""past_8w_kme_incidence_per_100000"": 0.9722910738302961}","{""past_8w_kme_incidence_per_100000"": 2.153899969132064}"
kme_2024,2024,glm_weather_only_offset,4704,528,5,true,6,0,,2023-12-25,2024-01-01,"{""stl1_mean_c_previous_4w_mean"": 10.97750006254047, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3591240029709812, ""t2m_mean_c_previous_4w_mean"": 10.87147988875633, ""tp_sum_mm_previous_4w_sum"": 100.43279791818073}","{""stl1_mean_c_previous_4w_mean"": 7.124298215246344, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.033737827429294605, ""t2m_mean_c_previous_4w_mean"": 7.412922761868739, ""tp_sum_mm_previous_4w_sum"": 57.79668679507903}"
kme_2024,2024,glm_seasonal_region_weather_offset,4704,528,18,true,7,0,,2023-12-25,2024-01-01,"{""stl1_mean_c_previous_4w_mean"": 10.97750006254047, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3591240029709812, ""t2m_mean_c_previous_4w_mean"": 10.87147988875633, ""tp_sum_mm_previous_4w_sum"": 100.43279791818073}","{""stl1_mean_c_previous_4w_mean"": 7.124298215246344, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.033737827429294605, ""t2m_mean_c_previous_4w_mean"": 7.412922761868739, ""tp_sum_mm_previous_4w_sum"": 57.79668679507903}"
kme_2024,2024,glm_compact_weather_offset,4704,528,19,true,7,0,,2023-12-25,2024-01-01,"{""past_8w_kme_incidence_per_100000"": 0.9722910738302961, ""stl1_mean_c_previous_4w_mean"": 10.97750006254047, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3591240029709812, ""t2m_mean_c_previous_4w_mean"": 10.87147988875633, ""tp_sum_mm_previous_4w_sum"": 100.43279791818073}","{""past_8w_kme_incidence_per_100000"": 2.153899969132064, ""stl1_mean_c_previous_4w_mean"": 7.124298215246344, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.033737827429294605, ""t2m_mean_c_previous_4w_mean"": 7.412922761868739, ""tp_sum_mm_previous_4w_sum"": 57.79668679507903}"
kme_2024,2024,catboost_compact_weather_offset,4704,528,8,true,200,0,,2023-12-25,2024-01-01,not_applicable,not_applicable
kme_2025,2025,glm_seasonal_region_offset,5328,528,14,true,7,0,,2024-12-23,2024-12-30,{},{}
kme_2025,2025,glm_past_kme_offset,5328,528,15,true,7,0,,2024-12-23,2024-12-30,"{""past_8w_kme_incidence_per_100000"": 0.9334171563260922}","{""past_8w_kme_incidence_per_100000"": 2.0556302988619497}"
kme_2025,2025,glm_weather_only_offset,5328,528,5,true,6,0,,2024-12-23,2024-12-30,"{""stl1_mean_c_previous_4w_mean"": 11.06026771998047, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3596086448332433, ""t2m_mean_c_previous_4w_mean"": 10.964519739490429, ""tp_sum_mm_previous_4w_sum"": 103.1666916621078}","{""stl1_mean_c_previous_4w_mean"": 7.139053226578212, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.034634653805149566, ""t2m_mean_c_previous_4w_mean"": 7.393237723441802, ""tp_sum_mm_previous_4w_sum"": 60.784435441547245}"
kme_2025,2025,glm_seasonal_region_weather_offset,5328,528,18,true,7,0,,2024-12-23,2024-12-30,"{""stl1_mean_c_previous_4w_mean"": 11.06026771998047, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3596086448332433, ""t2m_mean_c_previous_4w_mean"": 10.964519739490429, ""tp_sum_mm_previous_4w_sum"": 103.1666916621078}","{""stl1_mean_c_previous_4w_mean"": 7.139053226578212, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.034634653805149566, ""t2m_mean_c_previous_4w_mean"": 7.393237723441802, ""tp_sum_mm_previous_4w_sum"": 60.784435441547245}"
kme_2025,2025,glm_compact_weather_offset,5328,528,19,true,7,0,,2024-12-23,2024-12-30,"{""past_8w_kme_incidence_per_100000"": 0.9334171563260922, ""stl1_mean_c_previous_4w_mean"": 11.06026771998047, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.3596086448332433, ""t2m_mean_c_previous_4w_mean"": 10.964519739490429, ""tp_sum_mm_previous_4w_sum"": 103.1666916621078}","{""past_8w_kme_incidence_per_100000"": 2.0556302988619497, ""stl1_mean_c_previous_4w_mean"": 7.139053226578212, ""swvl1_mean_m3_m3_previous_4w_mean"": 0.034634653805149566, ""t2m_mean_c_previous_4w_mean"": 7.393237723441802, ""tp_sum_mm_previous_4w_sum"": 60.784435441547245}"
kme_2025,2025,catboost_compact_weather_offset,5328,528,8,true,200,0,,2024-12-23,2024-12-30,not_applicable,not_applicable
