municipality_code,municipality_name,issue_year,numerator_period_start,numerator_period_end,reported_lyme_cases,population_total_on_1_january,incidence_per_100000,denominator_status
077,Moravče,2018,2018-01-01,2018-12-31,20,5328,375.3753753754,valid
077,Moravče,2019,2019-01-07,2019-12-30,4,5414,73.8825267824,valid
077,Moravče,2020,2020-01-06,2020-12-28,8,5449,146.8159295284,valid
077,Moravče,2021,2021-01-04,2021-12-27,3,5469,54.8546352167,valid
077,Moravče,2022,2022-01-03,2022-12-26,4,5522,72.4375226367,valid
077,Moravče,2023,2023-01-02,2023-12-25,2,5569,35.9130903214,valid
077,Moravče,2024,2024-01-01,2024-12-30,8,5651,141.5678640949,valid
078,Moravske Toplice,2016,2016-01-04,2016-12-26,18,5847,307.8501795793,valid
078,Moravske Toplice,2017,2017-01-02,2017-12-25,21,5831,360.144057623,valid
078,Moravske Toplice,2018,2018-01-01,2018-12-31,27,5826,463.4397528321,valid
078,Moravske Toplice,2019,2019-01-07,2019-12-30,21,5812,361.3214039917,valid
078,Moravske Toplice,2020,2020-01-06,2020-12-28,31,5837,531.0947404489,valid
078,Moravske Toplice,2021,2021-01-04,2021-12-27,15,5958,251.7623363545,valid
078,Moravske Toplice,2022,2022-01-03,2022-12-26,4,5990,66.7779632721,valid
078,Moravske Toplice,2023,2023-01-02,2023-12-25,3,5971,50.2428403952,valid
078,Moravske Toplice,2024,2024-01-01,2024-12-30,5,5964,83.836351442,valid
079,Mozirje,2016,2016-01-04,2016-12-26,20,4056,493.0966469428,valid
079,Mozirje,2017,2017-01-02,2017-12-25,25,4038,619.1183754334,valid
079,Mozirje,2018,2018-01-01,2018-12-31,40,4092,977.5171065494,valid
079,Mozirje,2019,2019-01-07,2019-12-30,19,4106,462.7374573794,valid
079,Mozirje,2020,2020-01-06,2020-12-28,21,4150,506.0240963855,valid
079,Mozirje,2021,2021-01-04,2021-12-27,1,4244,23.5626767201,valid
079,Mozirje,2022,2022-01-03,2022-12-26,2,4401,45.4442172234,valid
079,Mozirje,2023,2023-01-02,2023-12-25,0,4489,0,valid
079,Mozirje,2024,2024-01-01,2024-12-30,0,4532,0,valid
080,Murska Sobota,2016,2016-01-04,2016-12-26,30,18924,158.5288522511,valid
080,Murska Sobota,2017,2017-01-02,2017-12-25,32,18870,169.5813460519,valid
080,Murska Sobota,2018,2018-01-01,2018-12-31,53,18734,282.9080815629,valid
080,Murska Sobota,2019,2019-01-07,2019-12-30,23,18730,122.7976508275,valid
080,Murska Sobota,2020,2020-01-06,2020-12-28,66,18758,351.8498773856,valid
080,Murska Sobota,2021,2021-01-04,2021-12-27,12,18622,64.4399097841,valid
080,Murska Sobota,2022,2022-01-03,2022-12-26,17,18543,91.6788006256,valid
080,Murska Sobota,2023,2023-01-02,2023-12-25,6,18651,32.1698568441,valid
080,Murska Sobota,2024,2024-01-01,2024-12-30,6,18577,32.2980029068,valid
081,Muta,2016,2016-01-04,2016-12-26,7,3364,208.0856123662,valid
081,Muta,2017,2017-01-02,2017-12-25,5,3389,147.5361463559,valid
081,Muta,2018,2018-01-01,2018-12-31,15,3382,443.5245416913,valid
081,Muta,2019,2019-01-07,2019-12-30,5,3383,147.7978125924,valid
081,Muta,2020,2020-01-06,2020-12-28,28,3414,820.1523140012,valid
081,Muta,2021,2021-01-04,2021-12-27,6,3417,175.5926251097,valid
081,Muta,2022,2022-01-03,2022-12-26,11,3402,323.3392122281,valid
081,Muta,2023,2023-01-02,2023-12-25,8,3394,235.7100766058,valid
081,Muta,2024,2024-01-01,2024-12-30,8,3358,238.2370458606,valid
082,Naklo,2016,2016-01-04,2016-12-26,14,5283,265.000946432,valid
082,Naklo,2017,2017-01-02,2017-12-25,9,5350,168.2242990654,valid
082,Naklo,2018,2018-01-01,2018-12-31,24,5377,446.3455458434,valid
082,Naklo,2019,2019-01-07,2019-12-30,15,5422,276.650682405,valid
082,Naklo,2020,2020-01-06,2020-12-28,26,5384,482.912332838,valid
082,Naklo,2021,2021-01-04,2021-12-27,14,5431,257.7794144725,valid
082,Naklo,2022,2022-01-03,2022-12-26,14,5380,260.2230483271,valid
082,Naklo,2023,2023-01-02,2023-12-25,10,5495,181.9836214741,valid
082,Naklo,2024,2024-01-01,2024-12-30,6,5471,109.6691646865,valid
083,Nazarje,2016,2016-01-04,2016-12-26,8,2582,309.8373353989,valid
083,Nazarje,2017,2017-01-02,2017-12-25,6,2582,232.3780015492,valid
083,Nazarje,2018,2018-01-01,2018-12-31,19,2588,734.1576506955,valid
083,Nazarje,2019,2019-01-07,2019-12-30,7,2623,266.8699961876,valid
083,Nazarje,2020,2020-01-06,2020-12-28,3,2639,113.6794240243,valid
083,Nazarje,2021,2021-01-04,2021-12-27,1,2611,38.2995021065,valid
083,Nazarje,2022,2022-01-03,2022-12-26,0,2682,0,valid
083,Nazarje,2023,2023-01-02,2023-12-25,0,2673,0,valid
083,Nazarje,2024,2024-01-01,2024-12-30,0,2691,0,valid
084,Nova Gorica,2016,2016-01-04,2016-12-26,66,31798,207.5602239135,valid
084,Nova Gorica,2017,2017-01-02,2017-12-25,89,31825,279.65435978,valid
084,Nova Gorica,2018,2018-01-01,2018-12-31,150,31638,474.1134079272,valid
084,Nova Gorica,2019,2019-01-07,2019-12-30,114,31799,358.5018396805,valid
084,Nova Gorica,2020,2020-01-06,2020-12-28,209,31884,655.5011918203,valid
084,Nova Gorica,2021,2021-01-04,2021-12-27,92,31845,288.8993562569,valid
084,Nova Gorica,2022,2022-01-03,2022-12-26,151,31824,474.4846656611,valid
084,Nova Gorica,2023,2023-01-02,2023-12-25,66,32034,206.0310919648,valid
084,Nova Gorica,2024,2024-01-01,2024-12-30,83,31956,259.7321316811,valid
085,Novo mesto,2016,2016-01-04,2016-12-26,120,36503,328.7401035531,valid
085,Novo mesto,2017,2017-01-02,2017-12-25,93,36433,255.2630856641,valid
085,Novo mesto,2018,2018-01-01,2018-12-31,171,36533,468.069964142,valid
085,Novo mesto,2019,2019-01-07,2019-12-30,57,37063,153.7921916736,valid
085,Novo mesto,2020,2020-01-06,2020-12-28,169,37587,449.6235400537,valid
085,Novo mesto,2021,2021-01-04,2021-12-27,59,37398,157.7624471897,valid
085,Novo mesto,2022,2022-01-03,2022-12-26,61,37615,162.1693473348,valid
085,Novo mesto,2023,2023-01-02,2023-12-25,41,38075,107.682206172,valid
085,Novo mesto,2024,2024-01-01,2024-12-30,64,38348,166.8926671534,valid
086,Odranci,2016,2016-01-04,2016-12-26,3,1637,183.2620647526,valid
086,Odranci,2017,2017-01-02,2017-12-25,3,1631,183.9362354384,valid
086,Odranci,2018,2018-01-01,2018-12-31,3,1621,185.0709438618,valid
086,Odranci,2019,2019-01-07,2019-12-30,2,1641,121.8769043266,valid
086,Odranci,2020,2020-01-06,2020-12-28,1,1632,61.2745098039,valid
086,Odranci,2021,2021-01-04,2021-12-27,0,1619,0,valid
086,Odranci,2022,2022-01-03,2022-12-26,0,1595,0,valid
086,Odranci,2023,2023-01-02,2023-12-25,0,1606,0,valid
086,Odranci,2024,2024-01-01,2024-12-30,0,1592,0,valid
087,Ormož,2016,2016-01-04,2016-12-26,28,12316,227.3465410848,valid
087,Ormož,2017,2017-01-02,2017-12-25,51,12213,417.5878162614,valid
087,Ormož,2018,2018-01-01,2018-12-31,77,12112,635.7331571995,valid
087,Ormož,2019,2019-01-07,2019-12-30,43,11942,360.0736894992,valid
087,Ormož,2020,2020-01-06,2020-12-28,64,11906,537.5440954141,valid
087,Ormož,2021,2021-01-04,2021-12-27,18,11886,151.4386673397,valid
087,Ormož,2022,2022-01-03,2022-12-26,25,11890,210.2607232969,valid
087,Ormož,2023,2023-01-02,2023-12-25,30,11912,251.8468770987,valid
087,Ormož,2024,2024-01-01,2024-12-30,29,11813,245.4922542961,valid
088,Osilnica,2016,2016-01-04,2016-12-26,3,372,806.4516129032,valid
088,Osilnica,2017,2017-01-02,2017-12-25,0,377,0,valid
088,Osilnica,2018,2018-01-01,2018-12-31,1,370,270.2702702703,valid
088,Osilnica,2019,2019-01-07,2019-12-30,0,369,0,valid
088,Osilnica,2020,2020-01-06,2020-12-28,0,353,0,valid
088,Osilnica,2021,2021-01-04,2021-12-27,0,327,0,valid
088,Osilnica,2022,2022-01-03,2022-12-26,0,321,0,valid
088,Osilnica,2023,2023-01-02,2023-12-25,0,339,0,valid
088,Osilnica,2024,2024-01-01,2024-12-30,0,331,0,valid
089,Pesnica,2016,2016-01-04,2016-12-26,13,7391,175.8895954539,valid
089,Pesnica,2017,2017-01-02,2017-12-25,13,7365,176.5105227427,valid
089,Pesnica,2018,2018-01-01,2018-12-31,22,7369,298.5479712308,valid
089,Pesnica,2019,2019-01-07,2019-12-30,17,7331,231.8919656254,valid
089,Pesnica,2020,2020-01-06,2020-12-28,28,7410,377.8677462888,valid
089,Pesnica,2021,2021-01-04,2021-12-27,5,7508,66.5956313266,valid
089,Pesnica,2022,2022-01-03,2022-12-26,4,7576,52.7983104541,valid
089,Pesnica,2023,2023-01-02,2023-12-25,6,7608,78.8643533123,valid
089,Pesnica,2024,2024-01-01,2024-12-30,6,7709,77.8311064989,valid
090,Piran,2016,2016-01-04,2016-12-26,36,17829,201.9182231196,valid
090,Piran,2017,2017-01-02,2017-12-25,15,17782,84.3549656956,valid
090,Piran,2018,2018-01-01,2018-12-31,16,17643,90.6875247974,valid
090,Piran,2019,2019-01-07,2019-12-30,15,17671,84.8848395677,valid
090,Piran,2020,2020-01-06,2020-12-28,27,17676,152.749490835,valid
090,Piran,2021,2021-01-04,2021-12-27,32,18457,173.3759549223,valid
090,Piran,2022,2022-01-03,2022-12-26,33,18432,179.0364583333,valid
090,Piran,2023,2023-01-02,2023-12-25,20,18253,109.5710294198,valid
090,Piran,2024,2024-01-01,2024-12-30,14,18119,77.2669573376,valid
091,Pivka,2016,2016-01-04,2016-12-26,41,6064,676.1213720317,valid
091,Pivka,2017,2017-01-02,2017-12-25,38,6073,625.7204017784,valid
091,Pivka,2018,2018-01-01,2018-12-31,57,6044,943.0840502978,valid
091,Pivka,2019,2019-01-07,2019-12-30,20,6162,324.5699448231,valid
091,Pivka,2020,2020-01-06,2020-12-28,34,6201,548.2986615062,valid
091,Pivka,2021,2021-01-04,2021-12-27,10,6190,161.5508885299,valid
091,Pivka,2022,2022-01-03,2022-12-26,9,6230,144.4622792937,valid
091,Pivka,2023,2023-01-02,2023-12-25,17,6226,273.0485062641,valid
091,Pivka,2024,2024-01-01,2024-12-30,23,6162,373.2554365466,valid
092,Podčetrtek,2016,2016-01-04,2016-12-26,3,3325,90.2255639098,valid
092,Podčetrtek,2017,2017-01-02,2017-12-25,2,3353,59.6480763495,valid
092,Podčetrtek,2018,2018-01-01,2018-12-31,1,3353,29.8240381748,valid
092,Podčetrtek,2019,2019-01-07,2019-12-30,3,3430,87.4635568513,valid
092,Podčetrtek,2020,2020-01-06,2020-12-28,4,3446,116.076610563,valid
092,Podčetrtek,2021,2021-01-04,2021-12-27,0,3614,0,valid
092,Podčetrtek,2022,2022-01-03,2022-12-26,1,3657,27.344818157,valid
092,Podčetrtek,2023,2023-01-02,2023-12-25,0,3597,0,valid
092,Podčetrtek,2024,2024-01-01,2024-12-30,1,3618,27.6395798784,valid
093,Podvelka,2016,2016-01-04,2016-12-26,4,2371,168.7051876845,valid
093,Podvelka,2017,2017-01-02,2017-12-25,6,2365,253.6997885835,valid
093,Podvelka,2018,2018-01-01,2018-12-31,12,2358,508.9058524173,valid
093,Podvelka,2019,2019-01-07,2019-12-30,4,2355,169.8513800425,valid
093,Podvelka,2020,2020-01-06,2020-12-28,12,2339,513.0397605814,valid
093,Podvelka,2021,2021-01-04,2021-12-27,3,2365,126.8498942918,valid
093,Podvelka,2022,2022-01-03,2022-12-26,12,2337,513.4788189987,valid
093,Podvelka,2023,2023-01-02,2023-12-25,6,2310,259.7402597403,valid
093,Podvelka,2024,2024-01-01,2024-12-30,7,2258,310.0088573959,valid
094,Postojna,2016,2016-01-04,2016-12-26,74,16068,460.5426935524,valid
094,Postojna,2017,2017-01-02,2017-12-25,62,16176,383.2838773492,valid
094,Postojna,2018,2018-01-01,2018-12-31,79,16207,487.4436971679,valid
094,Postojna,2019,2019-01-07,2019-12-30,39,16189,240.9043177466,valid
094,Postojna,2020,2020-01-06,2020-12-28,57,16442,346.6731541175,valid
094,Postojna,2021,2021-01-04,2021-12-27,18,16675,107.9460269865,valid
094,Postojna,2022,2022-01-03,2022-12-26,39,16753,232.7941264251,valid
094,Postojna,2023,2023-01-02,2023-12-25,18,17264,104.2632066728,valid
094,Postojna,2024,2024-01-01,2024-12-30,33,17672,186.7360796741,valid
095,Preddvor,2016,2016-01-04,2016-12-26,16,3582,446.6778336125,valid
095,Preddvor,2017,2017-01-02,2017-12-25,9,3597,250.2085070892,valid
095,Preddvor,2018,2018-01-01,2018-12-31,18,3619,497.3749654601,valid
095,Preddvor,2019,2019-01-07,2019-12-30,8,3688,216.9197396963,valid
095,Preddvor,2020,2020-01-06,2020-12-28,20,3714,538.5029617663,valid
095,Preddvor,2021,2021-01-04,2021-12-27,7,3780,185.1851851852,valid
095,Preddvor,2022,2022-01-03,2022-12-26,22,3811,577.2763054316,valid
095,Preddvor,2023,2023-01-02,2023-12-25,9,3870,232.5581395349,valid
095,Preddvor,2024,2024-01-01,2024-12-30,15,3865,388.0983182406,valid
096,Ptuj,2016,2016-01-04,2016-12-26,30,23129,129.7072938735,valid
096,Ptuj,2017,2017-01-02,2017-12-25,35,23117,151.4037288576,valid
096,Ptuj,2018,2018-01-01,2018-12-31,77,23162,332.4410672653,valid
096,Ptuj,2019,2019-01-07,2019-12-30,44,23257,189.1903512921,valid
096,Ptuj,2020,2020-01-06,2020-12-28,52,23530,220.9944751381,valid
096,Ptuj,2021,2021-01-04,2021-12-27,22,23611,93.1769090678,valid
096,Ptuj,2022,2022-01-03,2022-12-26,31,23509,131.8643923604,valid
096,Ptuj,2023,2023-01-02,2023-12-25,16,23525,68.0127523911,valid
096,Ptuj,2024,2024-01-01,2024-12-30,20,23872,83.7801608579,valid
097,Puconci,2016,2016-01-04,2016-12-26,21,5990,350.5843071786,valid
097,Puconci,2017,2017-01-02,2017-12-25,26,5948,437.1217215871,valid
097,Puconci,2018,2018-01-01,2018-12-31,33,5938,555.7426743011,valid
097,Puconci,2019,2019-01-07,2019-12-30,13,5881,221.0508416936,valid
097,Puconci,2020,2020-01-06,2020-12-28,29,5873,493.7851183382,valid
097,Puconci,2021,2021-01-04,2021-12-27,10,5904,169.3766937669,valid
097,Puconci,2022,2022-01-03,2022-12-26,7,5871,119.2301141203,valid
097,Puconci,2023,2023-01-02,2023-12-25,13,5890,220.7130730051,valid
097,Puconci,2024,2024-01-01,2024-12-30,17,5882,289.0173410405,valid
098,Rače-Fram,2016,2016-01-04,2016-12-26,13,7105,182.96973962,valid
098,Rače-Fram,2017,2017-01-02,2017-12-25,10,7150,139.8601398601,valid
098,Rače-Fram,2018,2018-01-01,2018-12-31,16,7247,220.7810128329,valid
098,Rače-Fram,2019,2019-01-07,2019-12-30,9,7371,122.1001221001,valid
098,Rače-Fram,2020,2020-01-06,2020-12-28,16,7531,212.4551852344,valid
098,Rače-Fram,2021,2021-01-04,2021-12-27,13,7623,170.5365341729,valid
098,Rače-Fram,2022,2022-01-03,2022-12-26,4,7749,51.6195638147,valid
098,Rače-Fram,2023,2023-01-02,2023-12-25,2,7959,25.1287850232,valid
098,Rače-Fram,2024,2024-01-01,2024-12-30,7,8036,87.1080139373,valid
099,Radeče,2016,2016-01-04,2016-12-26,9,4279,210.3295162421,valid
099,Radeče,2017,2017-01-02,2017-12-25,4,4240,94.3396226415,valid
099,Radeče,2018,2018-01-01,2018-12-31,8,4211,189.9786274044,valid
099,Radeče,2019,2019-01-07,2019-12-30,2,4165,48.0192076831,valid
099,Radeče,2020,2020-01-06,2020-12-28,2,4139,48.320850447,valid
099,Radeče,2021,2021-01-04,2021-12-27,2,4164,48.0307396734,valid
099,Radeče,2022,2022-01-03,2022-12-26,0,4146,0,valid
099,Radeče,2023,2023-01-02,2023-12-25,0,4108,0,valid
099,Radeče,2024,2024-01-01,2024-12-30,0,4114,0,valid
100,Radenci,2016,2016-01-04,2016-12-26,20,5138,389.2565200467,valid
100,Radenci,2017,2017-01-02,2017-12-25,15,5160,290.6976744186,valid
100,Radenci,2018,2018-01-01,2018-12-31,12,5151,232.9644729179,valid
100,Radenci,2019,2019-01-07,2019-12-30,7,5108,137.0399373532,valid
100,Radenci,2020,2020-01-06,2020-12-28,20,5112,391.2363067293,valid
100,Radenci,2021,2021-01-04,2021-12-27,9,5098,176.5398195371,valid
100,Radenci,2022,2022-01-03,2022-12-26,6,5056,118.6708860759,valid
100,Radenci,2023,2023-01-02,2023-12-25,2,5202,38.4467512495,valid
100,Radenci,2024,2024-01-01,2024-12-30,3,5104,58.7774294671,valid
101,Radlje ob Dravi,2016,2016-01-04,2016-12-26,4,6215,64.3604183427,valid
101,Radlje ob Dravi,2017,2017-01-02,2017-12-25,9,6184,145.5368693402,valid
101,Radlje ob Dravi,2018,2018-01-01,2018-12-31,16,6191,258.4396704894,valid
101,Radlje ob Dravi,2019,2019-01-07,2019-12-30,6,6185,97.0088924818,valid
101,Radlje ob Dravi,2020,2020-01-06,2020-12-28,26,6169,421.462149457,valid
101,Radlje ob Dravi,2021,2021-01-04,2021-12-27,7,6164,113.5626216742,valid
101,Radlje ob Dravi,2022,2022-01-03,2022-12-26,15,6181,242.6791781265,valid
101,Radlje ob Dravi,2023,2023-01-02,2023-12-25,12,6142,195.3760989906,valid
101,Radlje ob Dravi,2024,2024-01-01,2024-12-30,11,6180,177.9935275081,valid
102,Radovljica,2016,2016-01-04,2016-12-26,85,18816,451.7431972789,valid
102,Radovljica,2017,2017-01-02,2017-12-25,74,18822,393.1569440017,valid
102,Radovljica,2018,2018-01-01,2018-12-31,162,18872,858.4145824502,valid
102,Radovljica,2019,2019-01-07,2019-12-30,99,19025,520.3679369251,valid
102,Radovljica,2020,2020-01-06,2020-12-28,194,19072,1017.1979865772,valid
102,Radovljica,2021,2021-01-04,2021-12-27,67,19195,349.0492315707,valid
102,Radovljica,2022,2022-01-03,2022-12-26,153,19325,791.7205692109,valid
102,Radovljica,2023,2023-01-02,2023-12-25,78,19315,403.8312192596,valid
102,Radovljica,2024,2024-01-01,2024-12-30,97,19406,499.8454086365,valid
103,Ravne na Koroškem,2016,2016-01-04,2016-12-26,31,11342,273.3204020455,valid
103,Ravne na Koroškem,2017,2017-01-02,2017-12-25,45,11302,398.1596177668,valid
103,Ravne na Koroškem,2018,2018-01-01,2018-12-31,82,11253,728.6945703368,valid
103,Ravne na Koroškem,2019,2019-01-07,2019-12-30,35,11294,309.8990614486,valid
103,Ravne na Koroškem,2020,2020-01-06,2020-12-28,95,11348,837.1519210434,valid
103,Ravne na Koroškem,2021,2021-01-04,2021-12-27,25,11289,221.454513243,valid
103,Ravne na Koroškem,2022,2022-01-03,2022-12-26,52,11228,463.1278945493,valid
103,Ravne na Koroškem,2023,2023-01-02,2023-12-25,17,11199,151.7992677918,valid
103,Ravne na Koroškem,2024,2024-01-01,2024-12-30,20,11170,179.0510295434,valid
104,Ribnica,2016,2016-01-04,2016-12-26,10,9347,106.9861987804,valid
104,Ribnica,2017,2017-01-02,2017-12-25,10,9390,106.4962726305,valid
104,Ribnica,2018,2018-01-01,2018-12-31,9,9377,95.9795243681,valid
104,Ribnica,2019,2019-01-07,2019-12-30,18,9483,189.8133502056,valid
104,Ribnica,2020,2020-01-06,2020-12-28,12,9527,125.9578041356,valid
104,Ribnica,2021,2021-01-04,2021-12-27,8,9644,82.9531314807,valid
104,Ribnica,2022,2022-01-03,2022-12-26,7,9684,72.2841800909,valid
104,Ribnica,2023,2023-01-02,2023-12-25,8,9783,81.7745067975,valid
104,Ribnica,2024,2024-01-01,2024-12-30,5,9807,50.9839910268,valid
105,Rogašovci,2016,2016-01-04,2016-12-26,5,3111,160.7200257152,valid
105,Rogašovci,2017,2017-01-02,2017-12-25,6,3065,195.7585644372,valid
105,Rogašovci,2018,2018-01-01,2018-12-31,6,3084,194.5525291829,valid
105,Rogašovci,2019,2019-01-07,2019-12-30,5,3060,163.3986928105,valid
105,Rogašovci,2020,2020-01-06,2020-12-28,5,3024,165.3439153439,valid
105,Rogašovci,2021,2021-01-04,2021-12-27,4,3114,128.4521515735,valid
105,Rogašovci,2022,2022-01-03,2022-12-26,3,3125,96,valid
105,Rogašovci,2023,2023-01-02,2023-12-25,4,3104,128.8659793814,valid
105,Rogašovci,2024,2024-01-01,2024-12-30,2,3076,65.0195058518,valid
106,Rogaška Slatina,2016,2016-01-04,2016-12-26,14,10958,127.7605402446,valid
106,Rogaška Slatina,2017,2017-01-02,2017-12-25,17,10994,154.6297980717,valid
106,Rogaška Slatina,2018,2018-01-01,2018-12-31,18,11002,163.6066169787,valid
106,Rogaška Slatina,2019,2019-01-07,2019-12-30,12,11057,108.5285339604,valid
106,Rogaška Slatina,2020,2020-01-06,2020-12-28,30,11132,269.4933524973,valid
106,Rogaška Slatina,2021,2021-01-04,2021-12-27,7,11323,61.821072154,valid
106,Rogaška Slatina,2022,2022-01-03,2022-12-26,5,11438,43.7139360028,valid
106,Rogaška Slatina,2023,2023-01-02,2023-12-25,10,11614,86.1029791631,valid
106,Rogaška Slatina,2024,2024-01-01,2024-12-30,14,11594,120.752113162,valid
107,Rogatec,2016,2016-01-04,2016-12-26,5,3093,161.6553507921,valid
107,Rogatec,2017,2017-01-02,2017-12-25,8,3051,262.2091117666,valid
107,Rogatec,2018,2018-01-01,2018-12-31,16,3042,525.969756739,valid
107,Rogatec,2019,2019-01-07,2019-12-30,5,3060,163.3986928105,valid
107,Rogatec,2020,2020-01-06,2020-12-28,13,3106,418.5447520927,valid
107,Rogatec,2021,2021-01-04,2021-12-27,3,3138,95.6022944551,valid
107,Rogatec,2022,2022-01-03,2022-12-26,0,3055,0,valid
107,Rogatec,2023,2023-01-02,2023-12-25,2,3034,65.9195781147,valid
107,Rogatec,2024,2024-01-01,2024-12-30,0,3049,0,valid
108,Ruše,2016,2016-01-04,2016-12-26,15,7150,209.7902097902,valid
108,Ruše,2017,2017-01-02,2017-12-25,10,7075,141.3427561837,valid
108,Ruše,2018,2018-01-01,2018-12-31,13,7087,183.4344574573,valid
108,Ruše,2019,2019-01-07,2019-12-30,9,7070,127.2984441301,valid
108,Ruše,2020,2020-01-06,2020-12-28,20,7017,285.0220892119,valid
108,Ruše,2021,2021-01-04,2021-12-27,5,7055,70.8717221828,valid
108,Ruše,2022,2022-01-03,2022-12-26,2,7091,28.2047666056,valid
108,Ruše,2023,2023-01-02,2023-12-25,5,7127,70.1557457556,valid
108,Ruše,2024,2024-01-01,2024-12-30,8,7149,111.903762764,valid
109,Semič,2016,2016-01-04,2016-12-26,21,3780,555.5555555556,valid
109,Semič,2017,2017-01-02,2017-12-25,9,3798,236.9668246445,valid
109,Semič,2018,2018-01-01,2018-12-31,27,3767,716.7507300239,valid
109,Semič,2019,2019-01-07,2019-12-30,12,3824,313.8075313808,valid
109,Semič,2020,2020-01-06,2020-12-28,27,3864,698.7577639752,valid
109,Semič,2021,2021-01-04,2021-12-27,16,3887,411.628505274,valid
109,Semič,2022,2022-01-03,2022-12-26,15,3864,388.198757764,valid
109,Semič,2023,2023-01-02,2023-12-25,5,3832,130.4801670146,valid
109,Semič,2024,2024-01-01,2024-12-30,8,3834,208.6593635889,valid
110,Sevnica,2016,2016-01-04,2016-12-26,34,17510,194.1747572816,valid
110,Sevnica,2017,2017-01-02,2017-12-25,24,17469,137.3862270307,valid
110,Sevnica,2018,2018-01-01,2018-12-31,54,17446,309.5265390347,valid
110,Sevnica,2019,2019-01-07,2019-12-30,19,17537,108.3423618635,valid
110,Sevnica,2020,2020-01-06,2020-12-28,38,17642,215.3950799229,valid
110,Sevnica,2021,2021-01-04,2021-12-27,18,17639,102.0466012813,valid
110,Sevnica,2022,2022-01-03,2022-12-26,18,17661,101.9194836079,valid
110,Sevnica,2023,2023-01-02,2023-12-25,10,17654,56.6443865413,valid
110,Sevnica,2024,2024-01-01,2024-12-30,20,17632,113.4301270417,valid
111,Sežana,2016,2016-01-04,2016-12-26,21,13160,159.5744680851,valid
111,Sežana,2017,2017-01-02,2017-12-25,19,13236,143.5478996676,valid
111,Sežana,2018,2018-01-01,2018-12-31,33,13276,248.568846038,valid
111,Sežana,2019,2019-01-07,2019-12-30,16,13425,119.1806331471,valid
111,Sežana,2020,2020-01-06,2020-12-28,9,13551,66.4157626743,valid
111,Sežana,2021,2021-01-04,2021-12-27,12,13802,86.9439211708,valid
111,Sežana,2022,2022-01-03,2022-12-26,11,13842,79.4682849299,valid
111,Sežana,2023,2023-01-02,2023-12-25,10,13824,72.337962963,valid
111,Sežana,2024,2024-01-01,2024-12-30,5,13839,36.1297781632,valid
112,Slovenj Gradec,2016,2016-01-04,2016-12-26,29,16720,173.4449760766,valid
112,Slovenj Gradec,2017,2017-01-02,2017-12-25,25,16621,150.4121292341,valid
112,Slovenj Gradec,2018,2018-01-01,2018-12-31,41,16525,248.1089258699,valid
112,Slovenj Gradec,2019,2019-01-07,2019-12-30,18,16596,108.4598698482,valid
112,Slovenj Gradec,2020,2020-01-06,2020-12-28,123,16591,741.3658007353,valid
112,Slovenj Gradec,2021,2021-01-04,2021-12-27,24,16595,144.6218740585,valid
112,Slovenj Gradec,2022,2022-01-03,2022-12-26,37,16716,221.3448193348,valid
112,Slovenj Gradec,2023,2023-01-02,2023-12-25,12,16955,70.7755824241,valid
112,Slovenj Gradec,2024,2024-01-01,2024-12-30,26,17062,152.3854178877,valid
113,Slovenska Bistrica,2016,2016-01-04,2016-12-26,39,25413,153.4647621296,valid
113,Slovenska Bistrica,2017,2017-01-02,2017-12-25,43,25468,168.8393277839,valid
113,Slovenska Bistrica,2018,2018-01-01,2018-12-31,60,25524,235.0728725905,valid
113,Slovenska Bistrica,2019,2019-01-07,2019-12-30,29,25599,113.2856752217,valid
113,Slovenska Bistrica,2020,2020-01-06,2020-12-28,31,25827,120.0294265691,valid
113,Slovenska Bistrica,2021,2021-01-04,2021-12-27,24,25949,92.4891132606,valid
113,Slovenska Bistrica,2022,2022-01-03,2022-12-26,28,26042,107.5186237616,valid
113,Slovenska Bistrica,2023,2023-01-02,2023-12-25,19,26206,72.502480348,valid
113,Slovenska Bistrica,2024,2024-01-01,2024-12-30,44,26129,168.3952696238,valid
114,Slovenske Konjice,2016,2016-01-04,2016-12-26,30,14623,205.1562606852,valid
114,Slovenske Konjice,2017,2017-01-02,2017-12-25,24,14726,162.9770473992,valid
114,Slovenske Konjice,2018,2018-01-01,2018-12-31,39,14848,262.661637931,valid
114,Slovenske Konjice,2019,2019-01-07,2019-12-30,19,14917,127.3714553865,valid
114,Slovenske Konjice,2020,2020-01-06,2020-12-28,31,15042,206.0896157426,valid
114,Slovenske Konjice,2021,2021-01-04,2021-12-27,12,15263,78.6215029811,valid
114,Slovenske Konjice,2022,2022-01-03,2022-12-26,17,15221,111.6877997503,valid
114,Slovenske Konjice,2023,2023-01-02,2023-12-25,8,15313,52.243192059,valid
114,Slovenske Konjice,2024,2024-01-01,2024-12-30,12,15485,77.4943493704,valid
115,Starše,2016,2016-01-04,2016-12-26,10,4072,245.57956778,valid
115,Starše,2017,2017-01-02,2017-12-25,8,4005,199.7503121099,valid
115,Starše,2018,2018-01-01,2018-12-31,15,3973,377.5484520513,valid
115,Starše,2019,2019-01-07,2019-12-30,8,3974,201.3085052843,valid
115,Starše,2020,2020-01-06,2020-12-28,9,4046,222.4419179436,valid
115,Starše,2021,2021-01-04,2021-12-27,5,4081,122.5189904435,valid
115,Starše,2022,2022-01-03,2022-12-26,4,4077,98.1113563895,valid
