municipality_code,municipality_name,year,population_total_on_1_january,denominator_status
177,Ribnica na Pohorju,2017,1179,valid
177,Ribnica na Pohorju,2018,1148,valid
177,Ribnica na Pohorju,2019,1128,valid
177,Ribnica na Pohorju,2020,1116,valid
177,Ribnica na Pohorju,2021,1142,valid
177,Ribnica na Pohorju,2022,1141,valid
177,Ribnica na Pohorju,2023,1099,valid
177,Ribnica na Pohorju,2024,1085,valid
178,Selnica ob Dravi,2016,4522,valid
178,Selnica ob Dravi,2017,4470,valid
178,Selnica ob Dravi,2018,4480,valid
178,Selnica ob Dravi,2019,4494,valid
178,Selnica ob Dravi,2020,4493,valid
178,Selnica ob Dravi,2021,4562,valid
178,Selnica ob Dravi,2022,4513,valid
178,Selnica ob Dravi,2023,4473,valid
178,Selnica ob Dravi,2024,4469,valid
179,Sodražica,2016,2186,valid
179,Sodražica,2017,2184,valid
179,Sodražica,2018,2171,valid
179,Sodražica,2019,2177,valid
179,Sodražica,2020,2185,valid
179,Sodražica,2021,2249,valid
179,Sodražica,2022,2269,valid
179,Sodražica,2023,2284,valid
179,Sodražica,2024,2308,valid
180,Solčava,2016,514,valid
180,Solčava,2017,521,valid
180,Solčava,2018,513,valid
180,Solčava,2019,514,valid
180,Solčava,2020,513,valid
180,Solčava,2021,529,valid
180,Solčava,2022,524,valid
180,Solčava,2023,511,valid
180,Solčava,2024,514,valid
181,Sveta Ana,2016,2319,valid
181,Sveta Ana,2017,2309,valid
181,Sveta Ana,2018,2286,valid
181,Sveta Ana,2019,2285,valid
181,Sveta Ana,2020,2294,valid
181,Sveta Ana,2021,2323,valid
181,Sveta Ana,2022,2326,valid
181,Sveta Ana,2023,2326,valid
181,Sveta Ana,2024,2360,valid
182,Sveti Andraž v Slov. goricah,2016,1160,valid
182,Sveti Andraž v Slov. goricah,2017,1143,valid
182,Sveti Andraž v Slov. goricah,2018,1157,valid
182,Sveti Andraž v Slov. goricah,2019,1180,valid
182,Sveti Andraž v Slov. goricah,2020,1180,valid
182,Sveti Andraž v Slov. goricah,2021,1203,valid
182,Sveti Andraž v Slov. goricah,2022,1201,valid
182,Sveti Andraž v Slov. goricah,2023,1193,valid
182,Sveti Andraž v Slov. goricah,2024,1196,valid
183,Šempeter-Vrtojba,2016,6279,valid
183,Šempeter-Vrtojba,2017,6244,valid
183,Šempeter-Vrtojba,2018,6168,valid
183,Šempeter-Vrtojba,2019,6234,valid
183,Šempeter-Vrtojba,2020,6292,valid
183,Šempeter-Vrtojba,2021,6292,valid
183,Šempeter-Vrtojba,2022,6164,valid
183,Šempeter-Vrtojba,2023,6175,valid
183,Šempeter-Vrtojba,2024,6267,valid
184,Tabor,2016,1645,valid
184,Tabor,2017,1647,valid
184,Tabor,2018,1668,valid
184,Tabor,2019,1645,valid
184,Tabor,2020,1669,valid
184,Tabor,2021,1670,valid
184,Tabor,2022,1693,valid
184,Tabor,2023,1735,valid
184,Tabor,2024,1750,valid
185,Trnovska vas,2016,1341,valid
185,Trnovska vas,2017,1371,valid
185,Trnovska vas,2018,1365,valid
185,Trnovska vas,2019,1359,valid
185,Trnovska vas,2020,1366,valid
185,Trnovska vas,2021,1374,valid
185,Trnovska vas,2022,1385,valid
185,Trnovska vas,2023,1404,valid
185,Trnovska vas,2024,1398,valid
186,Trzin,2016,3889,valid
186,Trzin,2017,3881,valid
186,Trzin,2018,3869,valid
186,Trzin,2019,3922,valid
186,Trzin,2020,3940,valid
186,Trzin,2021,3925,valid
186,Trzin,2022,3900,valid
186,Trzin,2023,3956,valid
186,Trzin,2024,4073,valid
187,Velika Polana,2016,1449,valid
187,Velika Polana,2017,1443,valid
187,Velika Polana,2018,1439,valid
187,Velika Polana,2019,1416,valid
187,Velika Polana,2020,1392,valid
187,Velika Polana,2021,1380,valid
187,Velika Polana,2022,1387,valid
187,Velika Polana,2023,1393,valid
187,Velika Polana,2024,1394,valid
188,Veržej,2016,1299,valid
188,Veržej,2017,1315,valid
188,Veržej,2018,1291,valid
188,Veržej,2019,1288,valid
188,Veržej,2020,1325,valid
188,Veržej,2021,1344,valid
188,Veržej,2022,1371,valid
188,Veržej,2023,1368,valid
188,Veržej,2024,1358,valid
189,Vransko,2016,2599,valid
189,Vransko,2017,2604,valid
189,Vransko,2018,2602,valid
189,Vransko,2019,2616,valid
189,Vransko,2020,2624,valid
189,Vransko,2021,2646,valid
189,Vransko,2022,2672,valid
189,Vransko,2023,2683,valid
189,Vransko,2024,2725,valid
190,Žalec,2016,21306,valid
190,Žalec,2017,21261,valid
190,Žalec,2018,21243,valid
190,Žalec,2019,21340,valid
190,Žalec,2020,21492,valid
190,Žalec,2021,21528,valid
190,Žalec,2022,21477,valid
190,Žalec,2023,21675,valid
190,Žalec,2024,21788,valid
191,Žetale,2016,1301,valid
191,Žetale,2017,1300,valid
191,Žetale,2018,1296,valid
191,Žetale,2019,1293,valid
191,Žetale,2020,1309,valid
191,Žetale,2021,1303,valid
191,Žetale,2022,1309,valid
191,Žetale,2023,1293,valid
191,Žetale,2024,1288,valid
192,Žirovnica,2016,4381,valid
192,Žirovnica,2017,4392,valid
192,Žirovnica,2018,4411,valid
192,Žirovnica,2019,4398,valid
192,Žirovnica,2020,4394,valid
192,Žirovnica,2021,4465,valid
192,Žirovnica,2022,4479,valid
192,Žirovnica,2023,4509,valid
192,Žirovnica,2024,4535,valid
193,Žužemberk,2016,4592,valid
193,Žužemberk,2017,4606,valid
193,Žužemberk,2018,4621,valid
193,Žužemberk,2019,4628,valid
193,Žužemberk,2020,4702,valid
193,Žužemberk,2021,4741,valid
193,Žužemberk,2022,4719,valid
193,Žužemberk,2023,4681,valid
193,Žužemberk,2024,4663,valid
194,Šmartno pri Litiji,2016,5515,valid
194,Šmartno pri Litiji,2017,5545,valid
194,Šmartno pri Litiji,2018,5565,valid
194,Šmartno pri Litiji,2019,5603,valid
194,Šmartno pri Litiji,2020,5642,valid
194,Šmartno pri Litiji,2021,5661,valid
194,Šmartno pri Litiji,2022,5700,valid
194,Šmartno pri Litiji,2023,5768,valid
194,Šmartno pri Litiji,2024,5756,valid
195,Apače,2016,3581,valid
195,Apače,2017,3544,valid
195,Apače,2018,3546,valid
195,Apače,2019,3516,valid
195,Apače,2020,3533,valid
195,Apače,2021,3556,valid
195,Apače,2022,3556,valid
195,Apače,2023,3536,valid
195,Apače,2024,3580,valid
196,Cirkulane,2016,2287,valid
196,Cirkulane,2017,2344,valid
196,Cirkulane,2018,2324,valid
196,Cirkulane,2019,2391,valid
196,Cirkulane,2020,2345,valid
196,Cirkulane,2021,2378,valid
196,Cirkulane,2022,2363,valid
196,Cirkulane,2023,2366,valid
196,Cirkulane,2024,2378,valid
197,Kostanjevica na Krki,2016,2419,valid
197,Kostanjevica na Krki,2017,2425,valid
197,Kostanjevica na Krki,2018,2437,valid
197,Kostanjevica na Krki,2019,2450,valid
197,Kostanjevica na Krki,2020,2432,valid
197,Kostanjevica na Krki,2021,2446,valid
197,Kostanjevica na Krki,2022,2453,valid
197,Kostanjevica na Krki,2023,2472,valid
197,Kostanjevica na Krki,2024,2464,valid
198,Makole,2016,2039,valid
198,Makole,2017,2025,valid
198,Makole,2018,2019,valid
198,Makole,2019,2015,valid
198,Makole,2020,2010,valid
198,Makole,2021,2051,valid
198,Makole,2022,2048,valid
198,Makole,2023,2038,valid
198,Makole,2024,2028,valid
199,Mokronog-Trebelno,2016,3032,valid
199,Mokronog-Trebelno,2017,3045,valid
199,Mokronog-Trebelno,2018,3033,valid
199,Mokronog-Trebelno,2019,3057,valid
199,Mokronog-Trebelno,2020,3089,valid
199,Mokronog-Trebelno,2021,3164,valid
199,Mokronog-Trebelno,2022,3164,valid
199,Mokronog-Trebelno,2023,3229,valid
199,Mokronog-Trebelno,2024,3223,valid
200,Poljčane,2016,4421,valid
200,Poljčane,2017,4432,valid
200,Poljčane,2018,4360,valid
200,Poljčane,2019,4431,valid
200,Poljčane,2020,4449,valid
200,Poljčane,2021,4467,valid
200,Poljčane,2022,4493,valid
200,Poljčane,2023,4432,valid
200,Poljčane,2024,4396,valid
201,Renče-Vogrsko,2016,4323,valid
201,Renče-Vogrsko,2017,4365,valid
201,Renče-Vogrsko,2018,4307,valid
201,Renče-Vogrsko,2019,4354,valid
201,Renče-Vogrsko,2020,4371,valid
201,Renče-Vogrsko,2021,4383,valid
201,Renče-Vogrsko,2022,4377,valid
201,Renče-Vogrsko,2023,4384,valid
201,Renče-Vogrsko,2024,4417,valid
202,Središče ob Dravi,2016,2042,valid
202,Središče ob Dravi,2017,2019,valid
202,Središče ob Dravi,2018,1977,valid
202,Središče ob Dravi,2019,1957,valid
202,Središče ob Dravi,2020,1902,valid
202,Središče ob Dravi,2021,1919,valid
202,Središče ob Dravi,2022,1904,valid
202,Središče ob Dravi,2023,1911,valid
202,Središče ob Dravi,2024,1867,valid
203,Straža,2016,3821,valid
203,Straža,2017,3837,valid
203,Straža,2018,3873,valid
203,Straža,2019,3912,valid
203,Straža,2020,3936,valid
203,Straža,2021,3881,valid
203,Straža,2022,3881,valid
203,Straža,2023,3878,valid
203,Straža,2024,3905,valid
204,Sveta Trojica v Slovenskih goricah,2016,2054,valid
204,Sveta Trojica v Slovenskih goricah,2017,2071,valid
204,Sveta Trojica v Slovenskih goricah,2018,2065,valid
204,Sveta Trojica v Slovenskih goricah,2019,2078,valid
204,Sveta Trojica v Slovenskih goricah,2020,2101,valid
204,Sveta Trojica v Slovenskih goricah,2021,2193,valid
204,Sveta Trojica v Slovenskih goricah,2022,2194,valid
204,Sveta Trojica v Slovenskih goricah,2023,2168,valid
204,Sveta Trojica v Slovenskih goricah,2024,2222,valid
205,Sveti Tomaž,2016,2051,valid
205,Sveti Tomaž,2017,2006,valid
205,Sveti Tomaž,2018,2011,valid
205,Sveti Tomaž,2019,2015,valid
205,Sveti Tomaž,2020,1988,valid
205,Sveti Tomaž,2021,2007,valid
205,Sveti Tomaž,2022,2015,valid
205,Sveti Tomaž,2023,1979,valid
205,Sveti Tomaž,2024,1978,valid
206,Šmarješke Toplice,2016,3293,valid
206,Šmarješke Toplice,2017,3296,valid
206,Šmarješke Toplice,2018,3310,valid
206,Šmarješke Toplice,2019,3378,valid
206,Šmarješke Toplice,2020,3462,valid
206,Šmarješke Toplice,2021,3521,valid
206,Šmarješke Toplice,2022,3522,valid
206,Šmarješke Toplice,2023,3544,valid
206,Šmarješke Toplice,2024,3583,valid
207,Gorje,2016,2822,valid
207,Gorje,2017,2816,valid
207,Gorje,2018,2792,valid
207,Gorje,2019,2762,valid
207,Gorje,2020,2738,valid
207,Gorje,2021,2769,valid
207,Gorje,2022,2779,valid
207,Gorje,2023,2793,valid
207,Gorje,2024,2744,valid
208,Log-Dragomer,2016,3606,valid
208,Log-Dragomer,2017,3653,valid
208,Log-Dragomer,2018,3631,valid
208,Log-Dragomer,2019,3669,valid
208,Log-Dragomer,2020,3656,valid
208,Log-Dragomer,2021,3620,valid
208,Log-Dragomer,2022,3681,valid
208,Log-Dragomer,2023,3764,valid
208,Log-Dragomer,2024,3812,valid
209,Rečica ob Savinji,2016,2328,valid
209,Rečica ob Savinji,2017,2308,valid
209,Rečica ob Savinji,2018,2267,valid
209,Rečica ob Savinji,2019,2314,valid
209,Rečica ob Savinji,2020,2322,valid
209,Rečica ob Savinji,2021,2355,valid
209,Rečica ob Savinji,2022,2324,valid
209,Rečica ob Savinji,2023,2318,valid
209,Rečica ob Savinji,2024,2328,valid
210,Sveti Jurij v Slovenskih goricah,2016,2076,valid
210,Sveti Jurij v Slovenskih goricah,2017,2097,valid
210,Sveti Jurij v Slovenskih goricah,2018,2055,valid
210,Sveti Jurij v Slovenskih goricah,2019,2075,valid
210,Sveti Jurij v Slovenskih goricah,2020,2098,valid
210,Sveti Jurij v Slovenskih goricah,2021,2114,valid
210,Sveti Jurij v Slovenskih goricah,2022,2118,valid
210,Sveti Jurij v Slovenskih goricah,2023,2132,valid
210,Sveti Jurij v Slovenskih goricah,2024,2186,valid
211,Šentrupert,2016,2923,valid
211,Šentrupert,2017,2853,valid
211,Šentrupert,2018,2908,valid
211,Šentrupert,2019,2947,valid
211,Šentrupert,2020,2969,valid
211,Šentrupert,2021,2898,valid
211,Šentrupert,2022,2935,valid
211,Šentrupert,2023,2939,valid
211,Šentrupert,2024,2995,valid
212,Mirna,2016,2515,valid
212,Mirna,2017,2555,valid
212,Mirna,2018,2575,valid
212,Mirna,2019,2616,valid
212,Mirna,2020,2649,valid
212,Mirna,2021,2683,valid
212,Mirna,2022,2694,valid
212,Mirna,2023,2714,valid
212,Mirna,2024,2753,valid
213,Ankaran,2016,3235,valid
213,Ankaran,2017,3229,valid
213,Ankaran,2018,3209,valid
213,Ankaran,2019,3206,valid
213,Ankaran,2020,3224,valid
213,Ankaran,2021,3261,valid
213,Ankaran,2022,3282,valid
213,Ankaran,2023,3388,valid
213,Ankaran,2024,3325,valid
