municipality_code,grid_cell_index,latitude,longitude,intersection_area_m2,normalized_intersection_weight
196,231,46.3,16,21046803.6421884,0.655531653920698
197,361,45.9,15.4,18466001.9173653,0.316617155811473
197,362,45.9,15.5,82078.5304231776,0.0014073144242086
197,395,45.8,15.4,30881080.8145783,0.529485484711303
197,396,45.8,15.5,8893647.77821703,0.152490045053015
198,193,46.4,15.6,92174.7174801222,0.00249839375733811
198,194,46.4,15.7,12592.2128482562,0.000341311661496988
198,227,46.3,15.6,3845505.53282514,0.104232345698172
198,228,46.3,15.7,32943318.5528315,0.892927948882993
199,324,46,15.1,4297065.9904762,0.0585057112821445
199,325,46,15.2,2263901.84905681,0.0308236336713444
199,358,45.9,15.1,27492551.6017218,0.374318497780749
199,359,45.9,15.2,39393429.519908,0.536352157265762
200,226,46.3,15.5,1908272.36555977,0.0507114768971895
200,227,46.3,15.6,34888364.3808394,0.927142538041567
200,228,46.3,15.7,833353.195099154,0.0221459850612432
201,343,45.9,13.6,2975140.30113591,0.100954178779246
201,344,45.9,13.7,26495064.2719859,0.899045821220753
202,199,46.4,16.2,14666457.5491148,0.447403573987348
202,200,46.4,16.3,18114812.8783976,0.552596426012652
203,392,45.8,15.1,25042227.7223352,0.873559964994757
203,426,45.7,15.1,3624639.72331921,0.126440035005243
204,127,46.6,15.8,28893.0353055114,0.00111630019503166
204,128,46.6,15.9,21663341.8997645,0.836976542341047
204,161,46.5,15.8,251016.528348514,0.00969817800686958
204,162,46.5,15.9,3939602.83877198,0.152208979457052
205,163,46.5,16,11592286.3030937,0.305732784160462
205,164,46.5,16.1,25756853.4949381,0.679306421902209
205,198,46.4,16.1,567259.435782575,0.0149607939373285
206,359,45.9,15.2,21197341.8508057,0.620350790712052
206,360,45.9,15.3,12942388.2777579,0.378765453627118
206,394,45.8,15.3,30197.8672965017,0.000883755660830198
207,175,46.4,13.8,223901.032887677,0.00192894116450618
207,176,46.4,13.9,33035119.5032064,0.284602536496932
207,177,46.4,14,65358520.0949641,0.563073507238473
207,178,46.4,14.1,16936413.9541508,0.145909760370187
207,211,46.3,14,520624.052857696,0.00448525472990136
208,316,46,14.3,874961.700835684,0.0790897615290029
208,317,46,14.4,10187932.9636631,0.920910238470997
209,186,46.4,14.9,4044671.15810191,0.134139808354061
209,220,46.3,14.9,26107982.3139087,0.865860191645939
210,127,46.6,15.8,30726291.7990365,1
211,323,46,15,5768773.71585156,0.117595475803869
211,324,46,15.1,41721641.7115129,0.85048860469294
211,325,46,15.2,1256398.19754742,0.0256114646053338
211,358,45.9,15.1,309271.878521823,0.00630445489785718
212,323,46,15,8728387.10406804,0.279114071154074
212,324,46,15.1,3279356.58107905,0.104866403746493
212,357,45.9,15,4876477.66510529,0.155938722443358
212,358,45.9,15.1,14387534.5593587,0.460080802656075
213,446,45.6,13.7,5065639.72803101,0.628281657534405
213,447,45.6,13.8,2997049.46125766,0.371718342465595
