municipality_code,year,population
001,2008,18705
001,2009,18651
001,2010,18854
001,2011,18939
001,2012,18958
001,2013,18955
001,2014,18848
001,2015,18959
001,2016,19047
001,2017,19093
001,2018,19130
001,2019,19249
001,2020,19418
001,2021,19704
001,2022,19727
001,2023,19811
001,2024,19891
001,2025,19895
002,2008,8540
002,2009,8337
002,2010,8358
002,2011,8333
002,2012,8335
002,2013,8302
002,2014,8334
002,2015,8264
002,2016,8261
002,2017,8233
002,2018,8183
002,2019,8104
002,2020,8059
002,2021,8068
002,2022,8104
002,2023,8082
002,2024,8071
002,2025,8129
003,2008,8188
003,2009,8148
003,2010,8131
003,2011,8122
003,2012,8177
003,2013,8171
003,2014,8192
003,2015,8127
003,2016,8035
003,2017,7981
003,2018,7873
003,2019,7835
003,2020,7868
003,2021,8217
003,2022,8250
003,2023,8190
003,2024,8157
003,2025,8154
004,2008,5294
004,2009,5217
004,2010,5287
004,2011,5257
004,2012,5198
004,2013,5206
004,2014,5176
004,2015,5146
004,2016,5139
004,2017,5149
004,2018,5125
004,2019,5105
004,2020,5145
004,2021,5611
004,2022,5676
004,2023,5439
004,2024,5275
004,2025,5238
005,2008,3921
005,2009,3933
005,2010,3948
005,2011,3984
005,2012,3993
005,2013,3992
005,2014,4153
005,2015,4250
005,2016,4275
005,2017,4376
005,2018,4412
005,2019,4483
005,2020,4579
005,2021,4664
005,2022,4629
005,2023,4681
005,2024,4726
005,2025,4706
006,2008,3312
006,2009,3175
006,2010,3197
006,2011,3256
006,2012,3186
006,2013,3195
006,2014,3147
006,2015,3134
006,2016,3124
006,2017,3082
006,2018,3049
006,2019,3048
006,2020,3073
006,2021,3245
006,2022,3178
006,2023,3044
006,2024,3054
006,2025,3004
007,2008,5749
007,2009,5669
007,2010,5740
007,2011,5751
007,2012,5761
007,2013,5734
007,2014,5707
007,2015,5662
007,2016,5659
007,2017,5625
007,2018,5623
007,2019,5602
007,2020,5619
007,2021,5639
007,2022,5632
007,2023,5590
007,2024,5573
007,2025,5584
008,2008,10283
008,2009,10552
008,2010,10806
008,2011,11129
008,2012,11382
008,2013,11620
008,2014,11761
008,2015,11884
008,2016,11974
008,2017,12092
008,2018,12186
008,2019,12412
008,2020,12671
008,2021,12785
008,2022,12823
008,2023,12838
008,2024,13004
008,2025,13133
009,2008,24459
009,2009,24238
009,2010,24330
009,2011,24301
009,2012,24306
009,2013,24285
009,2014,24252
009,2015,24184
009,2016,24254
009,2017,24204
009,2018,24086
009,2019,24084
009,2020,24051
009,2021,24419
009,2022,24370
009,2023,24417
009,2024,24450
009,2025,24402
010,2008,4264
010,2009,4143
010,2010,4159
010,2011,4134
010,2012,4140
010,2013,4124
010,2014,4107
010,2015,4084
010,2016,4039
010,2017,4012
010,2018,3976
010,2019,3952
010,2020,3970
010,2021,3965
010,2022,3941
010,2023,3968
010,2024,3948
010,2025,3905
011,2008,49501
011,2009,48991
011,2010,48783
011,2011,48592
011,2012,48653
011,2013,48675
011,2014,48868
011,2015,48773
011,2016,49077
011,2017,49380
011,2018,49377
011,2019,49473
011,2020,49540
011,2021,49007
011,2022,48679
011,2023,48776
011,2024,49289
011,2025,49628
012,2008,6762
012,2009,6848
012,2010,7011
012,2011,7105
012,2012,7188
012,2013,7243
012,2014,7347
012,2015,7364
012,2016,7506
012,2017,7569
012,2018,7619
012,2019,7632
012,2020,7769
012,2021,7859
012,2022,7901
012,2023,7854
012,2024,7825
012,2025,7944
013,2008,11021
013,2009,11013
013,2010,11181
013,2011,11226
013,2012,11333
013,2013,11268
013,2014,11293
013,2015,11387
013,2016,11402
013,2017,11494
013,2018,11491
013,2019,11554
013,2020,11580
013,2021,11691
013,2022,11718
013,2023,11785
013,2024,11870
013,2025,11848
014,2008,5005
014,2009,4760
014,2010,4779
014,2011,4777
014,2012,4804
014,2013,4786
014,2014,4730
014,2015,4687
014,2016,4644
014,2017,4602
014,2018,4588
014,2019,4580
014,2020,4547
014,2021,4547
014,2022,4546
014,2023,4516
014,2024,4452
014,2025,4423
015,2008,4341
015,2009,4190
015,2010,4163
015,2011,4137
015,2012,4144
015,2013,4052
015,2014,4021
015,2015,4016
015,2016,4002
015,2017,3951
015,2018,3926
015,2019,3949
015,2020,3968
015,2021,3972
015,2022,3982
015,2023,3935
015,2024,3928
015,2025,3899
016,2008,3540
016,2009,3634
016,2010,3602
016,2011,3545
016,2012,3528
016,2013,3473
016,2014,3406
016,2015,3362
016,2016,3337
016,2017,3308
016,2018,3314
016,2019,3303
016,2020,3285
016,2021,3252
016,2022,3201
016,2023,3193
016,2024,3061
016,2025,3012
017,2008,14854
017,2009,14726
017,2010,14698
017,2011,14717
017,2012,14714
017,2013,14629
017,2014,14586
017,2015,14591
017,2016,14407
017,2017,14365
017,2018,14313
017,2019,14299
017,2020,14241
017,2021,14308
017,2022,14279
017,2023,14236
017,2024,14232
017,2025,14213
018,2008,2687
018,2009,2650
018,2010,2684
018,2011,2647
018,2012,2631
018,2013,2582
018,2014,2609
018,2015,2564
018,2016,2539
018,2017,2544
018,2018,2554
018,2019,2585
018,2020,2643
018,2021,2647
018,2022,2632
018,2023,2641
018,2024,2694
018,2025,2695
019,2008,3906
019,2009,3843
019,2010,3862
019,2011,3873
019,2012,3916
019,2013,3896
019,2014,3934
019,2015,3953
019,2016,3955
019,2017,4000
019,2018,4085
019,2019,4157
019,2020,4213
019,2021,4334
019,2022,4371
019,2023,4443
019,2024,4501
019,2025,4535
020,2008,3705
020,2009,3824
020,2010,3861
020,2011,3884
020,2012,3933
020,2013,3938
020,2014,3954
020,2015,3936
020,2016,3898
020,2017,3870
020,2018,3881
020,2019,3856
020,2020,3878
020,2021,3882
020,2022,3871
020,2023,3923
020,2024,3934
020,2025,3937
021,2008,7120
021,2009,7206
021,2010,7287
021,2011,7325
021,2012,7449
021,2013,7539
021,2014,7485
021,2015,7573
021,2016,7582
021,2017,7618
021,2018,7661
021,2019,7664
021,2020,7800
021,2021,7843
021,2022,7844
021,2023,7946
021,2024,8039
021,2025,8064
022,2008,5114
022,2009,5235
022,2010,5342
022,2011,5458
022,2012,5558
022,2013,5666
022,2014,5777
022,2015,5861
022,2016,5934
022,2017,5961
022,2018,6008
022,2019,6218
022,2020,6310
022,2021,6378
022,2022,6348
022,2023,6352
022,2024,6432
022,2025,6420
023,2008,32748
023,2009,33183
023,2010,33573
023,2011,33936
023,2012,34216
023,2013,34455
023,2014,34753
023,2015,35039
023,2016,35278
023,2017,35513
023,2018,35675
023,2019,36264
023,2020,36675
023,2021,36683
023,2022,36905
023,2023,37477
023,2024,37821
023,2025,38190
024,2008,2692
024,2009,2938
024,2010,2954
024,2011,2932
024,2012,2970
024,2013,2907
024,2014,2892
024,2015,2916
024,2016,2882
024,2017,2905
024,2018,2885
024,2019,2892
024,2020,2902
024,2021,2896
024,2022,2880
024,2023,2902
024,2024,2891
024,2025,2937
025,2008,8931
025,2009,9041
025,2010,9064
025,2011,9038
025,2012,9069
025,2013,8989
025,2014,8910
025,2015,8879
025,2016,8885
025,2017,8856
025,2018,8799
025,2019,8783
025,2020,8884
025,2021,8844
025,2022,8882
025,2023,8862
025,2024,8815
025,2025,8816
026,2008,6489
026,2009,6551
026,2010,6626
026,2011,6683
026,2012,6699
026,2013,6746
026,2014,6765
026,2015,6776
026,2016,6726
026,2017,6803
026,2018,6890
026,2019,6937
026,2020,6996
026,2021,6959
026,2022,7015
026,2023,7046
026,2024,6999
026,2025,7057
027,2008,7146
027,2009,7147
027,2010,7233
027,2011,7287
027,2012,7283
027,2013,7307
027,2014,7330
027,2015,7380
027,2016,7429
027,2017,7500
027,2018,7541
027,2019,7539
027,2020,7557
027,2021,7665
027,2022,7672
027,2023,7646
027,2024,7656
027,2025,7724
028,2008,3915
028,2009,3961
028,2010,3991
028,2011,4036
028,2012,4044
028,2013,4035
028,2014,4002
028,2015,3980
028,2016,3978
028,2017,3968
028,2018,4025
028,2019,4069
028,2020,4112
028,2021,4161
028,2022,4180
028,2023,4182
028,2024,4188
028,2025,4213
029,2008,8693
029,2009,8606
029,2010,8619
029,2011,8586
029,2012,8596
029,2013,8576
029,2014,8517
029,2015,8504
029,2016,8467
029,2017,8447
029,2018,8403
029,2019,8392
029,2020,8417
029,2021,8474
029,2022,8476
029,2023,8489
029,2024,8503
029,2025,8519
030,2008,2582
030,2009,2643
030,2010,2674
030,2011,2665
030,2012,2663
030,2013,2650
030,2014,2628
030,2015,2573
030,2016,2547
030,2017,2547
030,2018,2543
030,2019,2511
030,2020,2476
030,2021,2480
030,2022,2552
030,2023,2559
030,2024,2595
030,2025,2549
031,2008,2276
031,2009,2193
031,2010,2193
031,2011,2170
031,2012,2146
031,2013,2136
031,2014,2100
031,2015,2078
031,2016,2057
031,2017,2058
031,2018,2013
031,2019,1985
031,2020,1995
031,2021,2040
031,2022,2010
031,2023,1982
031,2024,2002
031,2025,1964
032,2008,18085
032,2009,18634
032,2010,18965
032,2011,19204
032,2012,19521
032,2013,19719
032,2014,19842
032,2015,19977
032,2016,20059
032,2017,20284
032,2018,20672
032,2019,21013
032,2020,21314
032,2021,21398
032,2022,21333
032,2023,21587
032,2024,21870
032,2025,22050
033,2008,1660
033,2009,1602
033,2010,1590
033,2011,1568
033,2012,1536
033,2013,1521
033,2014,1493
033,2015,1459
033,2016,1437
033,2017,1430
033,2018,1411
033,2019,1392
033,2020,1380
033,2021,1388
033,2022,1372
033,2023,1369
033,2024,1334
033,2025,1343
034,2008,10298
034,2009,10107
034,2010,10144
034,2011,9984
034,2012,9895
034,2013,9713
034,2014,9580
034,2015,9440
034,2016,9316
034,2017,9269
034,2018,9188
034,2019,9154
034,2020,9113
034,2021,9058
034,2022,8963
034,2023,8967
034,2024,8939
034,2025,8820
035,2008,4127
035,2009,4126
035,2010,4197
035,2011,4194
035,2012,4253
035,2013,4303
035,2014,4260
035,2015,4325
035,2016,4366
035,2017,4371
035,2018,4402
035,2019,4467
035,2020,4604
035,2021,4851
035,2022,4970
035,2023,5131
035,2024,5181
035,2025,5356
036,2008,11989
036,2009,11865
036,2010,11889
036,2011,11871
036,2012,11955
036,2013,11938
036,2014,11943
036,2015,11926
036,2016,11927
036,2017,11800
036,2018,11757
036,2019,11748
036,2020,11811
036,2021,11735
036,2022,11729
036,2023,11757
036,2024,11706
036,2025,11673
037,2008,6098
037,2009,6442
037,2010,6631
037,2011,6781
037,2012,6865
037,2013,7016
037,2014,7046
037,2015,7135
037,2016,7163
037,2017,7277
037,2018,7366
037,2019,7463
037,2020,7617
037,2021,7656
037,2022,7695
037,2023,7718
037,2024,7793
037,2025,7926
038,2008,14110
038,2009,13908
038,2010,13947
038,2011,13911
038,2012,13899
038,2013,13866
038,2014,13806
038,2015,13719
038,2016,13594
038,2017,13482
038,2018,13329
038,2019,13340
038,2020,13297
038,2021,13379
038,2022,13399
038,2023,13362
038,2024,13313
038,2025,13255
039,2008,14692
039,2009,15008
039,2010,15225
039,2011,15440
039,2012,15706
039,2013,15810
039,2014,15963
039,2015,16141
039,2016,16182
039,2017,16361
039,2018,16544
039,2019,16793
039,2020,17008
039,2021,17538
039,2022,17599
039,2023,17738
039,2024,18114
039,2025,18267
040,2008,15645
040,2009,15946
040,2010,16000
040,2011,15848
040,2012,15933
040,2013,15952
040,2014,15833
040,2015,15867
040,2016,15962
040,2017,16015
040,2018,16015
040,2019,16322
040,2020,16486
040,2021,16737
040,2022,16647
040,2023,16564
040,2024,16479
040,2025,16500
041,2008,21882
041,2009,21828
041,2010,21688
041,2011,21645
041,2012,21511
041,2013,21374
041,2014,21257
041,2015,21042
041,2016,20858
041,2017,20754
041,2018,20759
041,2019,20991
041,2020,21340
041,2021,21679
041,2022,21758
041,2023,21883
041,2024,21944
041,2025,21895
042,2008,2358
042,2009,2320
042,2010,2345
042,2011,2354
042,2012,2359
042,2013,2388
042,2014,2391
042,2015,2364
042,2016,2356
042,2017,2375
042,2018,2375
042,2019,2362
042,2020,2380
042,2021,2421
042,2022,2501
042,2023,2481
042,2024,2458
042,2025,2478
043,2008,28266
043,2009,28677
043,2010,28947
043,2011,29073
043,2012,29102
043,2013,29244
043,2014,29385
043,2015,29431
043,2016,29362
043,2017,29416
043,2018,29487
043,2019,29686
043,2020,29925
043,2021,29989
043,2022,29793
043,2023,29979
043,2024,30020
043,2025,29885
044,2008,6007
044,2009,5871
044,2010,5772
044,2011,5748
044,2012,5683
044,2013,5644
044,2014,5557
044,2015,5502
044,2016,5431
044,2017,5342
044,2018,5311
044,2019,5301
044,2020,5291
044,2021,5289
044,2022,5245
044,2023,5213
044,2024,5106
044,2025,5099
045,2008,6729
045,2009,6619
045,2010,6688
045,2011,6645
045,2012,6652
045,2013,6627
045,2014,6595
045,2015,6515
045,2016,6449
045,2017,6417
045,2018,6450
045,2019,6495
045,2020,6541
045,2021,6539
045,2022,6547
045,2023,6586
045,2024,6594
045,2025,6673
046,2008,4409
046,2009,4208
046,2010,4197
046,2011,4197
046,2012,4179
046,2013,4189
046,2014,4162
046,2015,4135
046,2016,4121
046,2017,4105
046,2018,4104
046,2019,4079
046,2020,4052
046,2021,4032
046,2022,4044
046,2023,4046
046,2024,4045
046,2025,4026
047,2008,626
047,2009,612
047,2010,608
047,2011,618
047,2012,621
047,2013,590
047,2014,586
047,2015,591
047,2016,574
047,2017,560
047,2018,559
047,2019,542
047,2020,542
047,2021,540
047,2022,532
047,2023,512
047,2024,511
047,2025,507
048,2008,16895
048,2009,16627
048,2010,16558
048,2011,16511
048,2012,16505
048,2013,16379
048,2014,16184
048,2015,16075
048,2016,16005
048,2017,15881
048,2018,15771
048,2019,15686
048,2020,15674
048,2021,15644
048,2022,15623
048,2023,15674
048,2024,15661
048,2025,15555
049,2008,3547
049,2009,3489
049,2010,3518
049,2011,3534
049,2012,3559
049,2013,3545
049,2014,3556
049,2015,3560
049,2016,3518
049,2017,3523
049,2018,3537
049,2019,3534
049,2020,3529
049,2021,3655
049,2022,3634
049,2023,3578
049,2024,3509
049,2025,3518
050,2008,50708
050,2009,51354
050,2010,52212
050,2011,52700
050,2012,53037
050,2013,53322
050,2014,54421
050,2015,50902
050,2016,51045
050,2017,51361
050,2018,51794
050,2019,52234
050,2020,52630
050,2021,53292
050,2022,53462
050,2023,53875
050,2024,54252
050,2025,54430
051,2008,3349
051,2009,3245
051,2010,3246
051,2011,3242
051,2012,3216
051,2013,3177
051,2014,3114
051,2015,3095
051,2016,3092
051,2017,3077
051,2018,3054
051,2019,3037
051,2020,2989
051,2021,3030
051,2022,3029
051,2023,3010
051,2024,2993
051,2025,3002
052,2008,53872
052,2009,54188
052,2010,54781
052,2011,55029
052,2012,55451
052,2013,55527
052,2014,55623
052,2015,55857
052,2016,56115
052,2017,56081
052,2018,55950
052,2019,56267
052,2020,57065
052,2021,57185
052,2022,56639
052,2023,57171
052,2024,57138
052,2025,57384
053,2008,5437
053,2009,5309
053,2010,5291
053,2011,5302
053,2012,5342
053,2013,5324
053,2014,5347
053,2015,5305
053,2016,5294
053,2017,5286
053,2018,5212
053,2019,5201
053,2020,5225
053,2021,7522
053,2022,7689
053,2023,5878
053,2024,5247
053,2025,5214
054,2008,25933
054,2009,25600
054,2010,25795
054,2011,25867
054,2012,25886
054,2013,26050
054,2014,25893
054,2015,25835
054,2016,25884
054,2017,25853
054,2018,25833
054,2019,25996
054,2020,26224
054,2021,25904
054,2022,25833
054,2023,25982
054,2024,26019
054,2025,26175
055,2008,4709
055,2009,4713
055,2010,4696
055,2011,4786
055,2012,4802
055,2013,4787
055,2014,4794
055,2015,4804
055,2016,4761
055,2017,4788
055,2018,4762
055,2019,4705
055,2020,4724
055,2021,4844
055,2022,4916
055,2023,4950
055,2024,5032
055,2025,5072
056,2008,1610
056,2009,1571
056,2010,1615
056,2011,1562
056,2012,1604
056,2013,1584
056,2014,1584
056,2015,1603
056,2016,1582
056,2017,1577
056,2018,1555
056,2019,1573
056,2020,1573
056,2021,1624
056,2022,1654
056,2023,1636
056,2024,1625
056,2025,1630
057,2008,13848
057,2009,13701
057,2010,13675
057,2011,13550
057,2012,13506
057,2013,13409
057,2014,13327
057,2015,13260
057,2016,13156
057,2017,13145
057,2018,13081
057,2019,13006
057,2020,13067
057,2021,13123
057,2022,12976
057,2023,13013
057,2024,13002
057,2025,13047
058,2008,7337
058,2009,7862
058,2010,8016
058,2011,8147
058,2012,8192
058,2013,8169
058,2014,8224
058,2015,8236
058,2016,8275
058,2017,8251
058,2018,8287
058,2019,8432
058,2020,8502
058,2021,8512
058,2022,8561
058,2023,8648
058,2024,8591
058,2025,8574
059,2008,11431
059,2009,11157
059,2010,11114
059,2011,11026
059,2012,10997
059,2013,10721
059,2014,10609
059,2015,10575
059,2016,10538
059,2017,10506
059,2018,10406
059,2019,10411
059,2020,10426
059,2021,10486
059,2022,10312
059,2023,10211
059,2024,10180
059,2025,10125
060,2008,14667
060,2009,14529
060,2010,14739
060,2011,14863
060,2012,14900
