statistical_region_code,statistical_region_name,issue_week,target_window_start,target_window_end,target_kme_cases_next_8w,population_exposure,population_year_min,population_year_max,offset_log_population_per_100000,seasonal_sin_annual,seasonal_cos_annual,past_8w_kme_cases_for_persistence_baseline,latest_past_case_week_used,past_cases_used_by_selected_model,weather_required_by_selected_model
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-10-24,2016-10-31,2016-12-19,0,52538,2015,2015,-0.6436334686904845,-0.9263239682514949,0.3767278936351853,2,2016-10-17,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-10-24,2016-10-31,2016-12-19,0,118188,2015,2015,0.1671063909874743,-0.9263239682514949,0.3767278936351853,1,2016-10-17,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-10-24,2016-10-31,2016-12-19,0,112773,2015,2015,0.12020676272215503,-0.9263239682514949,0.3767278936351853,0,2016-10-17,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,116670,2015,2015,0.1541792508476743,-0.87448095783104,0.4850598461951956,0,2016-10-24,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,323356,2015,2015,1.173583697476904,-0.87448095783104,0.4850598461951956,3,2016-10-24,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,71303,2015,2015,-0.3382317837166746,-0.87448095783104,0.4850598461951956,1,2016-10-24,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,253975,2015,2015,0.9320656509895173,-0.87448095783104,0.4850598461951956,1,2016-10-24,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,57711,2015,2015,-0.5497223893959373,-0.87448095783104,0.4850598461951956,0,2016-10-24,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,75619,2015,2015,-0.2794626116275535,-0.87448095783104,0.4850598461951956,0,2016-10-24,false,false
07,JUGOVZHODNA SLOVENIJA,2016-10-31,2016-11-07,2016-12-26,0,142373,2015,2015,0.3532801882705802,-0.87448095783104,0.4850598461951956,0,2016-10-24,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,2,534518,2015,2015,1.676195220242995,-0.87448095783104,0.4850598461951956,1,2016-10-24,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,203850,2015,2015,0.712214243277171,-0.87448095783104,0.4850598461951956,0,2016-10-24,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,52538,2015,2015,-0.6436334686904845,-0.87448095783104,0.4850598461951956,2,2016-10-24,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,118188,2015,2015,0.1671063909874743,-0.87448095783104,0.4850598461951956,1,2016-10-24,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-10-31,2016-11-07,2016-12-26,0,112773,2015,2015,0.12020676272215503,-0.87448095783104,0.4850598461951956,0,2016-10-24,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,116670,2015,2015,0.1541792508476743,-0.8100248628547756,0.5863955333706952,0,2016-10-31,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,323356,2015,2015,1.173583697476904,-0.8100248628547756,0.5863955333706952,3,2016-10-31,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,71303,2015,2015,-0.3382317837166746,-0.8100248628547756,0.5863955333706952,1,2016-10-31,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,253975,2015,2015,0.9320656509895173,-0.8100248628547756,0.5863955333706952,1,2016-10-31,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,57711,2015,2015,-0.5497223893959373,-0.8100248628547756,0.5863955333706952,0,2016-10-31,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,75619,2015,2015,-0.2794626116275535,-0.8100248628547756,0.5863955333706952,0,2016-10-31,false,false
07,JUGOVZHODNA SLOVENIJA,2016-11-07,2016-11-14,2017-01-02,0,142373,2015,2015,0.3532801882705802,-0.8100248628547756,0.5863955333706952,0,2016-10-31,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,1,534518,2015,2015,1.676195220242995,-0.8100248628547756,0.5863955333706952,1,2016-10-31,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,203850,2015,2015,0.712214243277171,-0.8100248628547756,0.5863955333706952,0,2016-10-31,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,52538,2015,2015,-0.6436334686904845,-0.8100248628547756,0.5863955333706952,2,2016-10-31,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,118188,2015,2015,0.1671063909874743,-0.8100248628547756,0.5863955333706952,1,2016-10-31,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-11-07,2016-11-14,2017-01-02,0,112773,2015,2015,0.12020676272215503,-0.8100248628547756,0.5863955333706952,0,2016-10-31,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,116670,2015,2015,0.1541792508476743,-0.7338853664321989,0.6792733388972934,0,2016-11-07,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,323356,2015,2015,1.173583697476904,-0.7338853664321989,0.6792733388972934,3,2016-11-07,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,71303,2015,2015,-0.3382317837166746,-0.7338853664321989,0.6792733388972934,0,2016-11-07,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,253975,2015,2015,0.9320656509895173,-0.7338853664321989,0.6792733388972934,1,2016-11-07,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,57711,2015,2015,-0.5497223893959373,-0.7338853664321989,0.6792733388972934,0,2016-11-07,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,75619,2015,2015,-0.2794626116275535,-0.7338853664321989,0.6792733388972934,0,2016-11-07,false,false
07,JUGOVZHODNA SLOVENIJA,2016-11-14,2016-11-21,2017-01-09,0,142373,2015,2015,0.3532801882705802,-0.7338853664321989,0.6792733388972934,0,2016-11-07,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,534518,2015,2015,1.676195220242995,-0.7338853664321989,0.6792733388972934,2,2016-11-07,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,203850,2015,2015,0.712214243277171,-0.7338853664321989,0.6792733388972934,0,2016-11-07,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,52538,2015,2015,-0.6436334686904845,-0.7338853664321989,0.6792733388972934,1,2016-11-07,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,118188,2015,2015,0.1671063909874743,-0.7338853664321989,0.6792733388972934,1,2016-11-07,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-11-14,2016-11-21,2017-01-09,0,112773,2015,2015,0.12020676272215503,-0.7338853664321989,0.6792733388972934,0,2016-11-07,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,116670,2015,2015,0.1541792508476743,-0.6471606673266065,0.7623536388483899,0,2016-11-14,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,323356,2015,2015,1.173583697476904,-0.6471606673266065,0.7623536388483899,2,2016-11-14,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,71303,2015,2015,-0.3382317837166746,-0.6471606673266065,0.7623536388483899,0,2016-11-14,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,253975,2015,2015,0.9320656509895173,-0.6471606673266065,0.7623536388483899,1,2016-11-14,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,57711,2015,2015,-0.5497223893959373,-0.6471606673266065,0.7623536388483899,0,2016-11-14,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,75619,2015,2015,-0.2794626116275535,-0.6471606673266065,0.7623536388483899,0,2016-11-14,false,false
07,JUGOVZHODNA SLOVENIJA,2016-11-21,2016-11-28,2017-01-16,0,142373,2015,2015,0.3532801882705802,-0.6471606673266065,0.7623536388483899,0,2016-11-14,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,534518,2015,2015,1.676195220242995,-0.6471606673266065,0.7623536388483899,3,2016-11-14,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,203850,2015,2015,0.712214243277171,-0.6471606673266065,0.7623536388483899,0,2016-11-14,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,52538,2015,2015,-0.6436334686904845,-0.6471606673266065,0.7623536388483899,1,2016-11-14,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,118188,2015,2015,0.1671063909874743,-0.6471606673266065,0.7623536388483899,1,2016-11-14,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-11-21,2016-11-28,2017-01-16,0,112773,2015,2015,0.12020676272215503,-0.6471606673266065,0.7623536388483899,0,2016-11-14,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,116670,2015,2015,0.1541792508476743,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,323356,2015,2015,1.173583697476904,-0.5511016400745998,0.8344381237138475,1,2016-11-21,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,71303,2015,2015,-0.3382317837166746,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,253975,2015,2015,0.9320656509895173,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,57711,2015,2015,-0.5497223893959373,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,75619,2015,2015,-0.2794626116275535,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
07,JUGOVZHODNA SLOVENIJA,2016-11-28,2016-12-05,2017-01-23,0,142373,2015,2015,0.3532801882705802,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,534518,2015,2015,1.676195220242995,-0.5511016400745998,0.8344381237138475,2,2016-11-21,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,203850,2015,2015,0.712214243277171,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,52538,2015,2015,-0.6436334686904845,-0.5511016400745998,0.8344381237138475,1,2016-11-21,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,118188,2015,2015,0.1671063909874743,-0.5511016400745998,0.8344381237138475,1,2016-11-21,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-11-28,2016-12-05,2017-01-23,0,112773,2015,2015,0.12020676272215503,-0.5511016400745998,0.8344381237138475,0,2016-11-21,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,116670,2015,2015,0.1541792508476743,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,323356,2015,2015,1.173583697476904,-0.44709379298511437,0.8944870822287954,1,2016-11-28,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,71303,2015,2015,-0.3382317837166746,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,253975,2015,2015,0.9320656509895173,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,57711,2015,2015,-0.5497223893959373,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,75619,2015,2015,-0.2794626116275535,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
07,JUGOVZHODNA SLOVENIJA,2016-12-05,2016-12-12,2017-01-30,0,142373,2015,2015,0.3532801882705802,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,534518,2015,2015,1.676195220242995,-0.44709379298511437,0.8944870822287954,2,2016-11-28,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,203850,2015,2015,0.712214243277171,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,52538,2015,2015,-0.6436334686904845,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,118188,2015,2015,0.1671063909874743,-0.44709379298511437,0.8944870822287954,1,2016-11-28,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-12-05,2016-12-12,2017-01-30,0,112773,2015,2015,0.12020676272215503,-0.44709379298511437,0.8944870822287954,0,2016-11-28,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,116670,2015,2015,0.1541792508476743,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,323356,2015,2015,1.173583697476904,-0.3366372842469107,0.9416343976591258,1,2016-12-05,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,71303,2015,2015,-0.3382317837166746,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,253975,2015,2015,0.9320656509895173,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,57711,2015,2015,-0.5497223893959373,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,75619,2015,2015,-0.2794626116275535,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
07,JUGOVZHODNA SLOVENIJA,2016-12-12,2016-12-19,2017-02-06,0,142373,2015,2015,0.3532801882705802,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,534518,2015,2015,1.676195220242995,-0.3366372842469107,0.9416343976591258,2,2016-12-05,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,203850,2015,2015,0.712214243277171,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,52538,2015,2015,-0.6436334686904845,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,118188,2015,2015,0.1671063909874743,-0.3366372842469107,0.9416343976591258,1,2016-12-05,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-12-12,2016-12-19,2017-02-06,0,112773,2015,2015,0.12020676272215503,-0.3366372842469107,0.9416343976591258,0,2016-12-05,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,116670,2015,2015,0.1541792508476743,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,323356,2015,2015,1.173583697476904,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,71303,2015,2015,-0.3382317837166746,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,253975,2015,2015,0.9320656509895173,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,57711,2015,2015,-0.5497223893959373,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,75619,2015,2015,-0.2794626116275535,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
07,JUGOVZHODNA SLOVENIJA,2016-12-19,2016-12-26,2017-02-13,0,142373,2015,2015,0.3532801882705802,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,534518,2015,2015,1.676195220242995,-0.22132528438243296,0.9752000402445824,2,2016-12-12,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,203850,2015,2015,0.712214243277171,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,52538,2015,2015,-0.6436334686904845,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,118188,2015,2015,0.1671063909874743,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-12-19,2016-12-26,2017-02-13,0,112773,2015,2015,0.12020676272215503,-0.22132528438243296,0.9752000402445824,0,2016-12-12,false,false
01,POMURSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,116670,2015,2015,0.1541792508476743,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,323356,2015,2015,1.173583697476904,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
03,KOROŠKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,71303,2015,2015,-0.3382317837166746,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,253975,2015,2015,0.9320656509895173,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,57711,2015,2015,-0.5497223893959373,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
06,POSAVSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,75619,2015,2015,-0.2794626116275535,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
07,JUGOVZHODNA SLOVENIJA,2016-12-26,2017-01-02,2017-02-20,0,142373,2015,2015,0.3532801882705802,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,534518,2015,2015,1.676195220242995,-0.1028209971373608,0.9946998756145891,2,2016-12-19,false,false
09,GORENJSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,203850,2015,2015,0.712214243277171,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,52538,2015,2015,-0.6436334686904845,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
11,GORIŠKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,118188,2015,2015,0.1671063909874743,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2016-12-26,2017-01-02,2017-02-20,0,112773,2015,2015,0.12020676272215503,-0.1028209971373608,0.9946998756145891,0,2016-12-19,false,false
01,POMURSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,116078,2016,2016,0.1490921929425128,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,322553,2016,2016,1.1710972778304902,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
03,KOROŠKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,71040,2016,2016,-0.3419270873041767,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,254318,2016,2016,0.9334152664753235,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,57404,2016,2016,-0.5550561986794059,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
06,POSAVSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,75711,2016,2016,-0.2782467256652958,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
07,JUGOVZHODNA SLOVENIJA,2017-01-02,2017-01-09,2017-02-27,0,142566,2016,2016,0.3546348643908396,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,1,537023,2016,2016,1.6808707381436092,0.017213356155834685,0.9998518392091162,2,2016-12-26,false,false
09,GORENJSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,203838,2016,2016,0.7121553747306185,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,52523,2016,2016,-0.6439190170881186,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
11,GORIŠKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,118064,2016,2016,0.16605666432791938,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2017-01-02,2017-01-09,2017-02-27,0,113070,2016,2016,0.12283690995906242,0.017213356155834685,0.9998518392091162,0,2016-12-26,false,false
01,POMURSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,116078,2016,2016,0.1490921929425128,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,322553,2016,2016,1.1710972778304902,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
03,KOROŠKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,71040,2016,2016,-0.3419270873041767,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,254318,2016,2016,0.9334152664753235,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,57404,2016,2016,-0.5550561986794059,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
06,POSAVSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,75711,2016,2016,-0.2782467256652958,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
07,JUGOVZHODNA SLOVENIJA,2017-01-09,2017-01-16,2017-03-06,0,142566,2016,2016,0.3546348643908396,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,1,537023,2016,2016,1.6808707381436092,0.13727877211326478,0.9905324521322229,1,2017-01-02,false,false
09,GORENJSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,203838,2016,2016,0.7121553747306185,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,52523,2016,2016,-0.6439190170881186,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
11,GORIŠKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,118064,2016,2016,0.16605666432791938,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
12,OBALNO-KRAŠKA STATISTIČNA REGIJA,2017-01-09,2017-01-16,2017-03-06,0,113070,2016,2016,0.12283690995906242,0.13727877211326478,0.9905324521322229,0,2017-01-02,false,false
01,POMURSKA STATISTIČNA REGIJA,2017-01-16,2017-01-23,2017-03-13,0,116078,2016,2016,0.1490921929425128,0.255353295116187,0.9668478136052775,0,2017-01-09,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2017-01-16,2017-01-23,2017-03-13,0,322553,2016,2016,1.1710972778304902,0.255353295116187,0.9668478136052775,0,2017-01-09,false,false
03,KOROŠKA STATISTIČNA REGIJA,2017-01-16,2017-01-23,2017-03-13,0,71040,2016,2016,-0.3419270873041767,0.255353295116187,0.9668478136052775,0,2017-01-09,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2017-01-16,2017-01-23,2017-03-13,0,254318,2016,2016,0.9334152664753235,0.255353295116187,0.9668478136052775,0,2017-01-09,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2017-01-16,2017-01-23,2017-03-13,0,57404,2016,2016,-0.5550561986794059,0.255353295116187,0.9668478136052775,0,2017-01-09,false,false
06,POSAVSKA STATISTIČNA REGIJA,2017-01-16,2017-01-23,2017-03-13,0,75711,2016,2016,-0.2782467256652958,0.255353295116187,0.9668478136052775,0,2017-01-09,false,false
